Centro Nacional de Control de Energia
Precios Marginales Locales del MDA 
Sistema Interconectado Nacional
Reporte diario
Fecha: 02/Septiembre/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 01/Septiembre/2020 15:31:52 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Hora,Clave del nodo,Precio marginal local ($/MWh),Componente de energia ($/MWh),Componente de perdidas ($/MWh),Componente de congestion ($/MWh)
12,01AAP-85,928.32,606.61,44.87,276.84
13,01AAP-85,937.09,617.25,46.38,273.47
14,01AAP-85,933.1,607.3,46.5,279.3
15,01AAP-85,940.73,634.55,46.08,260.1
16,01AAP-85,961.58,713.48,54.17,193.92
17,01AAP-85,965.28,679.17,50.96,235.15
18,01AAP-85,894.74,730.87,56.46,107.42
19,01AAP-85,968.93,698.36,51.44,219.14
20,01AAP-85,974.11,672.52,47.06,254.53
21,01AAP-85,976.32,698.68,51.22,226.41
22,01AAP-85,992.86,705.85,49.76,237.25
23,01AAP-85,1009.53,759.03,51.98,198.52
24,01AAP-85,962.04,699.16,47.11,215.77
1,01ACC-85,949.09,673.02,29.89,246.18
2,01ACC-85,927.4,629.94,28.71,268.75
3,01ACC-85,918.13,628.58,28.37,261.18
4,01ACC-85,918.42,602.51,29.82,286.09
5,01ACC-85,907.83,576.03,29.34,302.45
6,01ACC-85,894.49,577.14,30.25,287.1
7,01ACC-85,876.9,603.2,31.95,241.75
8,01ACC-85,916.77,643.87,32.32,240.58
9,01ACC-85,933.62,636.95,34.46,262.21
10,01ACC-85,767.44,573.94,31.75,161.75
11,01ACC-85,909.35,573.94,34.31,301.11
12,01ACC-85,925.94,606.61,32.83,286.49
13,01ACC-85,934.36,617.25,34.11,283.01
14,01ACC-85,930.71,607.3,34.37,289.04
15,01ACC-85,938.11,634.55,34.39,269.17
16,01ACC-85,948.04,713.48,42.59,191.96
17,01ACC-85,951.88,679.17,39.95,232.76
18,01ACC-85,881.44,730.87,44.5,106.07
19,01ACC-85,954.78,698.36,40.07,216.36
20,01ACC-85,961.51,672.52,37.63,251.36
21,01ACC-85,963.31,698.68,41.04,223.59
22,01ACC-85,980.04,705.85,39.91,234.28
23,01ACC-85,996.22,759.03,41.14,196.04
24,01ACC-85,949.14,699.16,36.91,213.07
1,01ACM-85,934.33,673.02,29.18,232.12
2,01ACM-85,911.64,629.94,28.3,253.41
3,01ACM-85,902.76,628.58,27.91,246.27
4,01ACM-85,901.71,602.51,29.44,269.76
5,01ACM-85,890.43,576.03,29.21,285.19
6,01ACM-85,877.64,577.14,29.79,270.71
7,01ACM-85,859.18,603.2,30.95,225.03
8,01ACM-85,898.89,643.87,31.06,223.95
9,01ACM-85,912.45,636.95,33.38,242.12
10,01ACM-85,754.72,573.94,30.87,149.91
11,01ACM-85,886.53,573.94,33.53,279.06
12,01ACM-85,904,606.61,31.86,265.52
13,01ACM-85,912.53,617.25,32.99,262.29
14,01ACM-85,908.41,607.3,33.23,267.88
15,01ACM-85,917.09,634.55,33.07,249.47
16,01ACM-85,932.97,713.48,40.79,178.69
17,01ACM-85,933.87,679.17,38.02,216.67
18,01ACM-85,874.1,730.87,43.23,100.01
19,01ACM-85,941.47,698.36,39.12,204
20,01ACM-85,945.76,672.52,36.24,237
21,01ACM-85,949.1,698.68,39.6,210.81
22,01ACM-85,965.19,705.85,38.43,220.9
23,01ACM-85,983.72,759.03,39.85,184.85
24,01ACM-85,936.06,699.16,36,200.9
1,01ACN-85,946.28,673.02,31.04,242.22
2,01ACN-85,924.41,629.94,30.04,264.43
3,01ACN-85,915.25,628.58,29.68,256.99
4,01ACN-85,915.18,602.51,31.18,281.5
5,01ACN-85,904.5,576.03,30.87,297.6
6,01ACN-85,891.16,577.14,31.52,282.49
7,01ACN-85,871.47,603.2,32.95,235.32
8,01ACN-85,911.29,643.87,33.23,234.19
9,01ACN-85,926.05,636.95,35.69,253.41
10,01ACN-85,763.72,573.94,33.11,156.67
11,01ACN-85,901.38,573.94,35.79,291.64
12,01ACN-85,918.46,606.61,34.35,277.49
13,01ACN-85,926.9,617.25,35.54,274.11
14,01ACN-85,923.01,607.3,35.75,279.96
15,01ACN-85,930.87,634.55,35.61,260.71
16,01ACN-85,943.9,713.48,43.56,186.86
17,01ACN-85,946.45,679.17,40.7,226.57
18,01ACN-85,881.26,730.87,46.03,104.36
19,01ACN-85,952.8,698.36,41.56,212.88
20,01ACN-85,958.37,672.52,38.54,247.32
21,01ACN-85,960.56,698.68,41.89,219.99
22,01ACN-85,976.93,705.85,40.56,230.52
23,01ACN-85,993.8,759.03,41.88,192.89
24,01ACN-85,946.69,699.16,37.88,209.65
1,01ACO-230,721.33,673.02,21.91,26.4
2,01ACO-230,679.95,629.94,21.19,28.82
3,01ACO-230,677.36,628.58,20.77,28.01
4,01ACO-230,655.23,602.51,22.04,30.68
5,01ACO-230,630.49,576.03,22.03,32.43
6,01ACO-230,630.52,577.14,22.59,30.79
7,01ACO-230,652.81,603.2,23.67,25.95
8,01ACO-230,693.44,643.87,23.75,25.82
9,01ACO-230,699.01,636.95,25.35,36.72
10,01ACO-230,624.72,573.94,22.62,28.16
11,01ACO-230,651.35,573.94,25,52.41
12,01ACO-230,679.41,606.61,22.93,49.87
13,01ACO-230,690.36,617.25,23.85,49.26
14,01ACO-230,681.82,607.3,24.21,50.31
15,01ACO-230,705.97,634.55,24.57,46.86
16,01ACO-230,767.16,713.48,33.07,20.61
17,01ACO-230,734.7,679.17,30.54,24.99
18,01ACO-230,777.02,730.87,34.78,11.37
19,01ACO-230,752.12,698.36,30.56,23.2
20,01ACO-230,727.81,672.52,28.42,26.87
21,01ACO-230,753.93,698.68,31.34,23.9
22,01ACO-230,761.47,705.85,30.58,25.04
23,01ACO-230,811.33,759.03,31.35,20.96
24,01ACO-230,750.06,699.16,28.12,22.78
1,01ACS-230,656.9,673.02,20.24,-36.36
2,01ACS-230,609.83,629.94,19.59,-39.7
3,01ACS-230,609.3,628.58,19.3,-38.58
4,01ACS-230,580.72,602.51,20.46,-42.26
5,01ACS-230,551.98,576.03,20.63,-44.67
6,01ACS-230,555.96,577.14,21.22,-42.41
7,01ACS-230,589.88,603.2,22.25,-35.56
8,01ACS-230,631.06,643.87,22.58,-35.39
9,01ACS-230,630.78,636.95,24.09,-30.26
10,01ACS-230,582.51,573.94,20.96,-12.39
11,01ACS-230,574.19,573.94,23.32,-23.07
12,01ACS-230,605.97,606.61,21.3,-21.95
13,01ACS-230,617.56,617.25,21.99,-21.68
14,01ACS-230,607.46,607.3,22.3,-22.14
15,01ACS-230,636.69,634.55,22.76,-20.62
16,01ACS-230,716.42,713.48,31.17,-28.23
17,01ACS-230,673.43,679.17,28.5,-34.24
18,01ACS-230,747.93,730.87,32.72,-15.67
19,01ACS-230,694.7,698.36,28.3,-31.96
20,01ACS-230,661.08,672.52,25.79,-37.23
21,01ACS-230,694.05,698.68,28.48,-33.12
22,01ACS-230,698.93,705.85,27.78,-34.71
23,01ACS-230,758.39,759.03,28.4,-29.04
24,01ACS-230,693.56,699.16,25.96,-31.56
1,01AGU-230,941.84,673.02,31.9,236.92
2,01AGU-230,919.56,629.94,30.98,258.64
3,01AGU-230,910.69,628.58,30.75,251.36
4,01AGU-230,910.18,602.51,32.34,275.33
5,01AGU-230,899.04,576.03,31.93,291.07
6,01AGU-230,886.19,577.14,32.75,276.3
7,01AGU-230,869.85,603.2,34.6,232.06
8,01AGU-230,909.39,643.87,34.58,230.94
9,01AGU-230,913.68,636.95,37.41,239.32
10,01AGU-230,758.38,573.94,35.16,149.28
11,01AGU-230,889.63,573.94,37.79,277.9
12,01AGU-230,907.43,606.61,36.41,264.41
13,01AGU-230,916.15,617.25,37.71,261.2
14,01AGU-230,912.04,607.3,37.98,266.76
15,01AGU-230,920.55,634.55,37.58,248.42
16,01AGU-230,942.91,713.48,45.17,184.25
17,01AGU-230,944.88,679.17,42.29,223.42
18,01AGU-230,880.16,730.87,47.23,102.07
19,01AGU-230,949.36,698.36,42.79,208.21
20,01AGU-230,954.18,672.52,39.79,241.87
21,01AGU-230,957.28,698.68,43.44,215.15
22,01AGU-230,973.58,705.85,42.28,225.44
23,01AGU-230,991.07,759.03,43.39,188.65
24,01AGU-230,943.23,699.16,39.04,205.04
1,01AGV-85,1093.39,673.02,38.18,382.19
2,01AGV-85,1082.64,629.94,35.47,417.23
3,01AGV-85,1068.69,628.58,34.62,405.48
4,01AGV-85,1081.97,602.51,35.31,444.15
5,01AGV-85,1080.38,576.03,34.8,469.55
6,01AGV-85,1058.67,577.14,35.8,445.72
7,01AGV-85,1015.88,603.2,38.2,374.49
8,01AGV-85,1056.29,643.87,39.74,372.68
9,01AGV-85,1097.39,636.95,41.67,418.77
10,01AGV-85,865.98,573.94,38.03,254.01
11,01AGV-85,1087.67,573.94,40.87,472.86
12,01AGV-85,1096.34,606.61,39.82,449.91
13,01AGV-85,1102.81,617.25,41.13,444.44
14,01AGV-85,1102.53,607.3,41.32,453.91
15,01AGV-85,1099.79,634.55,42.53,422.7
16,01AGV-85,1064.43,713.48,53.57,297.38
17,01AGV-85,1089.9,679.17,50.15,360.58
18,01AGV-85,951.28,730.87,55.75,164.67
19,01AGV-85,1085.21,698.36,50.97,335.89
20,01AGV-85,1112.56,672.52,49.76,390.28
21,01AGV-85,1102.06,698.68,56.21,347.16
22,01AGV-85,1125.12,705.85,55.5,363.77
23,01AGV-85,1119.24,759.03,55.81,304.4
24,01AGV-85,1077.75,699.16,47.75,330.84
1,01AIN-115,868.85,673.02,33.58,162.24
2,01AIN-115,841.12,629.94,34.05,177.12
3,01AIN-115,834.89,628.58,34.17,172.13
4,01AIN-115,827.69,602.51,36.63,188.55
5,01AIN-115,811.64,576.03,36.27,199.33
6,01AIN-115,803.58,577.14,37.23,189.21
7,01AIN-115,801.68,603.2,39.56,158.92
8,01AIN-115,840.71,643.87,38.68,158.16
9,01AIN-115,839.82,636.95,41.68,161.19
10,01AIN-115,716.07,573.94,40.4,101.73
11,01AIN-115,806.12,573.94,42.81,189.38
12,01AIN-115,827.7,606.61,40.9,180.19
13,01AIN-115,837.4,617.25,42.16,177.99
14,01AIN-115,831.52,607.3,42.43,181.79
15,01AIN-115,844.48,634.55,40.64,169.29
16,01AIN-115,886.24,713.48,46.58,126.18
17,01AIN-115,876.06,679.17,43.89,153
18,01AIN-115,849.73,730.87,48.96,69.9
19,01AIN-115,885.69,698.36,44.74,142.59
20,01AIN-115,881.72,672.52,41.45,167.75
21,01AIN-115,894.13,698.68,46.24,149.21
22,01AIN-115,907.35,705.85,45.15,156.35
23,01AIN-115,935.58,759.03,45.72,130.83
24,01AIN-115,882.31,699.16,40.96,142.2
1,01ALR-85,934.98,673.02,29.84,232.12
2,01ALR-85,912.24,629.94,28.89,253.41
3,01ALR-85,903.34,628.58,28.49,246.27
4,01ALR-85,902.27,602.51,30,269.76
5,01ALR-85,890.97,576.03,29.76,285.19
6,01ALR-85,878.17,577.14,30.32,270.71
7,01ALR-85,859.75,603.2,31.52,225.03
8,01ALR-85,899.5,643.87,31.67,223.95
9,01ALR-85,913.1,636.95,34.03,242.12
10,01ALR-85,755.32,573.94,31.47,149.91
11,01ALR-85,887.18,573.94,34.18,279.06
12,01ALR-85,904.69,606.61,32.55,265.52
13,01ALR-85,913.23,617.25,33.69,262.29
14,01ALR-85,909.12,607.3,33.94,267.88
15,01ALR-85,917.82,634.55,33.81,249.47
16,01ALR-85,933.81,713.48,41.64,178.69
17,01ALR-85,934.67,679.17,38.82,216.67
18,01ALR-85,874.94,730.87,44.07,100.01
19,01ALR-85,942.26,698.36,39.9,204
20,01ALR-85,946.54,672.52,37.02,237
21,01ALR-85,949.93,698.68,40.43,210.81
22,01ALR-85,966,705.85,39.25,220.9
23,01ALR-85,984.55,759.03,40.67,184.85
24,01ALR-85,936.8,699.16,36.74,200.9
1,01AMO-85,962.64,673.02,40.27,249.34
2,01AMO-85,941.11,629.94,38.96,272.2
3,01AMO-85,931.91,628.58,38.78,264.54
4,01AMO-85,932.57,602.51,40.29,289.77
5,01AMO-85,921.94,576.03,39.57,306.34
6,01AMO-85,908.5,577.14,40.56,290.79
7,01AMO-85,890.63,603.2,43.19,244.25
8,01AMO-85,930.72,643.87,43.78,243.07
9,01AMO-85,933.9,636.95,47.08,249.87
10,01AMO-85,774.62,573.94,44.38,156.3
11,01AMO-85,911.93,573.94,47.03,290.96
12,01AMO-85,929.49,606.61,46.03,276.84
13,01AMO-85,938.26,617.25,47.54,273.47
14,01AMO-85,934.26,607.3,47.66,279.3
15,01AMO-85,941.99,634.55,47.34,260.1
16,01AMO-85,962.95,713.48,55.55,193.92
17,01AMO-85,966.61,679.17,52.29,235.15
18,01AMO-85,896.22,730.87,57.93,107.42
19,01AMO-85,970.36,698.36,52.87,219.14
20,01AMO-85,975.79,672.52,48.73,254.53
21,01AMO-85,978.21,698.68,53.11,226.41
22,01AMO-85,994.68,705.85,51.58,237.25
23,01AMO-85,1011,759.03,53.45,198.52
24,01AMO-85,963.18,699.16,48.26,215.77
1,01ANL-85,672.25,673.02,32.65,-33.41
2,01ANL-85,623.69,629.94,30.22,-36.48
3,01ANL-85,621.86,628.58,28.73,-35.45
4,01ANL-85,593.25,602.51,29.57,-38.83
5,01ANL-85,563.96,576.03,28.98,-41.05
6,01ANL-85,567.95,577.14,29.77,-38.97
7,01ANL-85,602.63,603.2,32.14,-32.72
8,01ANL-85,644.9,643.87,33.59,-32.56
9,01ANL-85,641.45,636.95,36.38,-31.89
10,01ANL-85,592,573.94,33.6,-15.55
11,01ANL-85,580.85,573.94,35.85,-28.94
12,01ANL-85,613.35,606.61,34.28,-27.54
13,01ANL-85,625.99,617.25,35.94,-27.2
14,01ANL-85,616.09,607.3,36.57,-27.78
15,01ANL-85,645.86,634.55,37.18,-25.87
16,01ANL-85,734.78,713.48,47.28,-25.98
17,01ANL-85,692.13,679.17,44.46,-31.5
18,01ANL-85,765.49,730.87,49.02,-14.4
19,01ANL-85,713.92,698.36,44.93,-29.36
20,01ANL-85,680.51,672.52,42.19,-34.2
21,01ANL-85,717.69,698.68,49.43,-30.42
22,01ANL-85,723.68,705.85,49.7,-31.88
23,01ANL-85,781.95,759.03,49.6,-26.68
24,01ANL-85,711.43,699.16,41.27,-28.99
1,01ANM-115,891.81,673.02,24.15,194.64
2,01ANM-115,867.82,629.94,25.39,212.48
3,01ANM-115,861.32,628.58,26.24,206.5
4,01ANM-115,858.5,602.51,29.8,226.19
5,01ANM-115,844.71,576.03,29.56,239.13
6,01ANM-115,834.54,577.14,30.41,226.99
7,01ANM-115,825.72,603.2,31.87,190.65
8,01ANM-115,862.29,643.87,28.68,189.73
9,01ANM-115,861.55,636.95,31.37,193.23
10,01ANM-115,726.72,573.94,31.76,121.02
11,01ANM-115,833.2,573.94,33.98,225.28
12,01ANM-115,852.77,606.61,31.8,214.35
13,01ANM-115,862.35,617.25,33.37,211.74
14,01ANM-115,857.35,607.3,33.8,216.25
15,01ANM-115,866.39,634.55,30.46,201.39
16,01ANM-115,899.21,713.48,34.35,151.38
17,01ANM-115,895.15,679.17,32.42,183.55
18,01ANM-115,851.52,730.87,36.8,83.85
19,01ANM-115,902.22,698.36,32.81,171.06
20,01ANM-115,899.75,672.52,29.81,197.42
21,01ANM-115,906.64,698.68,32.35,175.61
22,01ANM-115,921.02,705.85,31.15,184.01
23,01ANM-115,945.14,759.03,32.14,153.98
24,01ANM-115,896.82,699.16,30.31,167.35
1,01ANS-85,1039,673.02,32.89,333.09
2,01ANS-85,1024.75,629.94,31.18,363.62
3,01ANS-85,1012.54,628.58,30.57,353.39
4,01ANS-85,1021.19,602.51,31.59,387.09
5,01ANS-85,1016.39,576.03,31.13,409.23
6,01ANS-85,997.54,577.14,31.94,388.46
7,01ANS-85,963.26,603.2,33.74,326.32
8,01ANS-85,1003.14,643.87,34.51,324.76
9,01ANS-85,1033.98,636.95,36.61,360.42
10,01ANS-85,827.53,573.94,33.7,219.89
11,01ANS-85,1019.87,573.94,36.58,409.34
12,01ANS-85,1031.42,606.61,35.32,389.48
13,01ANS-85,1038.57,617.25,36.58,384.74
14,01ANS-85,1037.06,607.3,36.82,392.94
15,01ANS-85,1037.84,634.55,37.36,365.93
16,01ANS-85,1019.57,713.48,46.96,259.13
17,01ANS-85,1037.17,679.17,43.79,314.2
18,01ANS-85,923.2,730.87,48.82,143.51
19,01ANS-85,1035.03,698.36,43.94,292.74
20,01ANS-85,1054.01,672.52,41.36,340.13
21,01ANS-85,1046.61,698.68,45.38,302.55
22,01ANS-85,1067.43,705.85,44.55,317.02
23,01ANS-85,1070.06,759.03,45.75,265.28
24,01ANS-85,1028.15,699.16,40.67,288.32
1,01ANU-115,915.96,673.02,45.89,197.06
2,01ANU-115,889.24,629.94,44.17,215.12
3,01ANU-115,881.39,628.58,43.74,209.07
4,01ANU-115,877.12,602.51,45.6,229.01
5,01ANU-115,862.28,576.03,44.14,242.1
6,01ANU-115,851.61,577.14,44.65,229.81
7,01ANU-115,843.52,603.2,47.29,193.03
8,01ANU-115,881.93,643.87,45.96,192.1
9,01ANU-115,881.13,636.95,48.57,195.61
10,01ANU-115,743.3,573.94,46.86,122.51
11,01ANU-115,850.63,573.94,48.64,228.05
12,01ANU-115,870.79,606.61,47.19,216.98
13,01ANU-115,881.28,617.25,49.69,214.34
14,01ANU-115,876.63,607.3,50.42,218.91
15,01ANU-115,886.59,634.55,48.18,203.86
16,01ANU-115,921.69,713.48,54.95,153.26
17,01ANU-115,917.28,679.17,52.27,185.84
18,01ANU-115,873.56,730.87,57.8,84.9
19,01ANU-115,923.74,698.36,52.2,173.18
20,01ANU-115,921.12,672.52,48.31,200.29
21,01ANU-115,933.21,698.68,56.37,178.16
22,01ANU-115,950.49,705.85,57.95,186.69
23,01ANU-115,975.21,759.03,59.96,156.22
24,01ANU-115,922.49,699.16,53.55,169.79
1,01ANU-69,915.96,673.02,45.89,197.06
2,01ANU-69,889.24,629.94,44.17,215.12
3,01ANU-69,881.39,628.58,43.74,209.07
4,01ANU-69,877.12,602.51,45.6,229.01
5,01ANU-69,862.28,576.03,44.14,242.1
6,01ANU-69,851.61,577.14,44.65,229.81
7,01ANU-69,843.52,603.2,47.29,193.03
8,01ANU-69,881.93,643.87,45.96,192.1
9,01ANU-69,881.13,636.95,48.57,195.61
10,01ANU-69,743.3,573.94,46.86,122.51
11,01ANU-69,850.63,573.94,48.64,228.05
12,01ANU-69,870.79,606.61,47.19,216.98
13,01ANU-69,881.28,617.25,49.69,214.34
14,01ANU-69,876.63,607.3,50.42,218.91
15,01ANU-69,886.59,634.55,48.18,203.86
16,01ANU-69,921.69,713.48,54.95,153.26
17,01ANU-69,917.28,679.17,52.27,185.84
18,01ANU-69,873.56,730.87,57.8,84.9
19,01ANU-69,923.74,698.36,52.2,173.18
20,01ANU-69,921.12,672.52,48.31,200.29
21,01ANU-69,933.21,698.68,56.37,178.16
22,01ANU-69,950.49,705.85,57.95,186.69
23,01ANU-69,975.21,759.03,59.96,156.22
24,01ANU-69,922.49,699.16,53.55,169.79
1,01ARA-85,997.86,673.02,29.45,295.38
2,01ARA-85,980.32,629.94,27.92,322.46
3,01ARA-85,969.27,628.58,27.3,313.38
4,01ARA-85,974.21,602.51,28.43,343.27
5,01ARA-85,967.08,576.03,28.15,362.9
6,01ARA-85,950.64,577.14,29.01,344.48
7,01ARA-85,923.64,603.2,30.9,289.54
8,01ARA-85,963.51,643.87,31.49,288.14
9,01ARA-85,991.98,636.95,33.49,321.54
10,01ARA-85,801.39,573.94,30.88,196.57
11,01ARA-85,973.16,573.94,33.3,365.92
12,01ARA-85,986.6,606.61,31.83,348.16
13,01ARA-85,994.18,617.25,33.01,343.93
14,01ARA-85,991.83,607.3,33.28,351.25
15,01ARA-85,995.37,634.55,33.71,327.11
16,01ARA-85,986.29,713.48,42.88,229.92
17,01ARA-85,997.94,679.17,39.99,278.78
18,01ARA-85,902.93,730.87,44.79,127.27
19,01ARA-85,998.16,698.36,40.2,259.6
20,01ARA-85,1011.96,672.52,37.82,301.62
21,01ARA-85,1008.62,698.68,41.65,268.29
22,01ARA-85,1027.65,705.85,40.67,281.13
23,01ARA-85,1035.89,759.03,41.62,235.24
24,01ARA-85,991.78,699.16,36.94,255.68
1,01ARX-230,675.28,673.02,12.72,-10.46
2,01ARX-230,632.08,629.94,13.56,-11.42
3,01ARX-230,630.68,628.58,13.2,-11.1
4,01ARX-230,605.42,602.51,15.07,-12.16
5,01ARX-230,578.65,576.03,15.48,-12.85
6,01ARX-230,580.86,577.14,15.92,-12.2
7,01ARX-230,609.2,603.2,16.26,-10.26
8,01ARX-230,649.1,643.87,15.44,-10.21
9,01ARX-230,643.01,636.95,17.25,-11.19
10,01ARX-230,588.35,573.94,15.81,-1.4
11,01ARX-230,589.59,573.94,18.26,-2.61
12,01ARX-230,619.87,606.61,15.73,-2.48
13,01ARX-230,631.29,617.25,16.49,-2.45
14,01ARX-230,621.84,607.3,17.04,-2.5
15,01ARX-230,648.89,634.55,16.67,-2.33
16,01ARX-230,726.96,713.48,21.62,-8.15
17,01ARX-230,689.11,679.17,19.82,-9.89
18,01ARX-230,749.29,730.87,22.93,-4.51
19,01ARX-230,708.95,698.36,19.79,-9.2
20,01ARX-230,679.87,672.52,18.1,-10.75
21,01ARX-230,709.69,698.68,20.56,-9.56
22,01ARX-230,715.64,705.85,19.8,-10.02
23,01ARX-230,770.5,759.03,19.85,-8.38
24,01ARX-230,707.64,699.16,17.59,-9.11
1,01ATE-230,959.84,673.02,36.03,250.79
2,01ATE-230,938.82,629.94,35.1,273.78
3,01ATE-230,929.62,628.58,34.97,266.07
4,01ATE-230,930.55,602.51,36.6,291.44
5,01ATE-230,920.2,576.03,36.05,308.11
6,01ATE-230,906.54,577.14,36.92,292.47
7,01ATE-230,888,603.2,39.14,245.66
8,01ATE-230,927.53,643.87,39.18,244.47
9,01ATE-230,930.78,636.95,42.33,251.51
10,01ATE-230,771.16,573.94,39.87,157.35
11,01ATE-230,909.28,573.94,42.43,292.92
12,01ATE-230,926.51,606.61,41.19,278.7
13,01ATE-230,935.15,617.25,42.59,275.31
14,01ATE-230,931.28,607.3,42.8,281.18
15,01ATE-230,938.64,634.55,42.24,261.85
16,01ATE-230,958.44,713.48,49.91,195.04
17,01ATE-230,962.57,679.17,46.89,236.51
18,01ATE-230,891.06,730.87,52.15,108.04
19,01ATE-230,966.27,698.36,47.51,220.4
20,01ATE-230,972.43,672.52,43.9,256.01
21,01ATE-230,974.29,698.68,47.88,227.73
22,01ATE-230,991.01,705.85,46.54,238.62
23,01ATE-230,1006.66,759.03,47.96,199.68
24,01ATE-230,959.64,699.16,43.46,217.02
1,01ATE-85,958.86,673.02,36.49,249.34
2,01ATE-85,937.72,629.94,35.58,272.2
3,01ATE-85,928.59,628.58,35.47,264.54
4,01ATE-85,929.4,602.51,37.13,289.77
5,01ATE-85,918.93,576.03,36.56,306.34
6,01ATE-85,905.37,577.14,37.44,290.79
7,01ATE-85,887.14,603.2,39.7,244.25
8,01ATE-85,926.66,643.87,39.72,243.07
9,01ATE-85,929.67,636.95,42.85,249.87
10,01ATE-85,770.65,573.94,40.41,156.3
11,01ATE-85,907.85,573.94,42.95,290.96
12,01ATE-85,925.16,606.61,41.71,276.84
13,01ATE-85,933.85,617.25,43.13,273.47
14,01ATE-85,929.91,607.3,43.31,279.3
15,01ATE-85,937.39,634.55,42.74,260.1
16,01ATE-85,957.8,713.48,50.4,193.92
17,01ATE-85,961.69,679.17,47.37,235.15
18,01ATE-85,890.94,730.87,52.65,107.42
19,01ATE-85,965.44,698.36,47.95,219.14
20,01ATE-85,971.19,672.52,44.14,254.53
21,01ATE-85,973.18,698.68,48.09,226.41
22,01ATE-85,989.83,705.85,46.74,237.25
23,01ATE-85,1005.89,759.03,48.34,198.52
24,01ATE-85,958.85,699.16,43.92,215.77
1,01ATG-69,806.95,673.02,-5.09,139.02
2,01ATG-69,788.6,629.94,6.89,151.77
3,01ATG-69,791.1,628.58,15.03,147.49
4,01ATG-69,794.16,602.51,30.09,161.56
5,01ATG-69,778.11,576.03,31.29,170.8
6,01ATG-69,773.27,577.14,34,162.13
7,01ATG-69,772.63,603.2,33.26,136.18
8,01ATG-69,789.26,643.87,9.87,135.52
9,01ATG-69,788.32,636.95,12.63,138.74
10,01ATG-69,686.83,573.94,26.9,85.98
11,01ATG-69,763.71,573.94,29.7,160.06
12,01ATG-69,775.37,606.61,16.47,152.29
13,01ATG-69,788.57,617.25,20.89,150.44
14,01ATG-69,786.66,607.3,25.71,153.65
15,01ATG-69,785.57,634.55,7.93,143.09
16,01ATG-69,818.11,713.48,-3.5,108.13
17,01ATG-69,810.05,679.17,-.24,131.11
18,01ATG-69,793.7,730.87,2.94,59.89
19,01ATG-69,818.42,698.36,-2.12,122.18
20,01ATG-69,804.73,672.52,-9.63,141.84
21,01ATG-69,812.57,698.68,-12.28,126.17
22,01ATG-69,822.72,705.85,-15.35,132.21
23,01ATG-69,855.65,759.03,-14.01,110.64
24,01ATG-69,818.73,699.16,-.68,120.25
1,01ATI-230,909.88,673.02,28.37,208.5
2,01ATI-230,885.11,629.94,27.55,227.61
3,01ATI-230,877.04,628.58,27.26,221.2
4,01ATI-230,873.69,602.51,28.88,242.3
5,01ATI-230,860.83,576.03,28.64,256.16
6,01ATI-230,849.69,577.14,29.39,243.15
7,01ATI-230,838.36,603.2,31.01,204.15
8,01ATI-230,877.93,643.87,30.89,203.17
9,01ATI-230,884.99,636.95,33.36,214.69
