Centro Nacional de Control de Energia
Precios Marginales Locales del MDA 
Sistema Interconectado Nacional
Reporte diario
Fecha: 03/Septiembre/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 02/Septiembre/2020 15:22:32 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Hora,Clave del nodo,Precio marginal local ($/MWh),Componente de energia ($/MWh),Componente de perdidas ($/MWh),Componente de congestion ($/MWh)
6,01ACC-85,813.15,651.45,32.71,128.99
7,01ACC-85,780.59,735.32,38.78,6.49
8,01ACC-85,808.95,730.68,36.95,41.32
9,01ACC-85,790.77,627.13,31.58,132.06
10,01ACC-85,824.4,651.13,34.86,138.41
11,01ACC-85,796.5,705.19,40.87,50.45
12,01ACC-85,793.43,638.31,35.58,119.55
13,01ACC-85,815.79,712.86,43.82,59.11
14,01ACC-85,847.87,713.87,38.65,95.35
15,01ACC-85,846.12,685.74,35.6,124.79
16,01ACC-85,824.79,717.78,38.28,68.73
17,01ACC-85,786.91,742.91,44,0
18,01ACC-85,768.97,726.72,42.26,0
19,01ACC-85,835.45,728.93,40.94,65.58
20,01ACC-85,842.82,721.86,39.78,81.18
21,01ACC-85,809.02,764.41,44.61,0
22,01ACC-85,885.14,836.74,48.4,0
23,01ACC-85,928.55,881.1,47.45,0
24,01ACC-85,868.43,825.05,43.38,0
1,01ACM-85,826.22,717.98,35.03,73.21
2,01ACM-85,807.1,711.58,34.53,60.99
3,01ACM-85,780.16,641.68,31.85,106.64
4,01ACM-85,786.86,641.9,31.99,112.97
5,01ACM-85,796.4,621.46,30.83,144.11
6,01ACM-85,805.44,651.45,32.32,121.68
7,01ACM-85,778.88,735.32,37.51,6.05
8,01ACM-85,804.69,730.68,35.51,38.5
9,01ACM-85,780.67,627.13,30.49,123.06
10,01ACM-85,813.77,651.13,33.66,128.98
11,01ACM-85,791.59,705.19,39.39,47.01
12,01ACM-85,784.03,638.31,34.32,111.4
13,01ACM-85,810.15,712.86,42.21,55.08
14,01ACM-85,840.15,713.87,37.43,88.85
15,01ACM-85,836.26,685.74,34.29,116.23
16,01ACM-85,818.57,717.78,36.78,64.01
17,01ACM-85,785.19,742.91,42.28,0
18,01ACM-85,768.12,726.72,41.41,0
19,01ACM-85,830.64,728.93,39.84,61.87
20,01ACM-85,836.73,721.86,38.33,76.54
21,01ACM-85,807.59,764.41,43.18,0
22,01ACM-85,883.44,836.74,46.71,0
23,01ACM-85,927.23,881.1,46.13,0
24,01ACM-85,867.37,825.05,42.32,0
1,01ACN-85,831.46,717.98,37.08,76.4
2,01ACN-85,811.78,711.58,36.56,63.64
3,01ACN-85,786.6,641.68,33.65,111.28
4,01ACN-85,793.52,641.9,33.73,117.89
5,01ACN-85,804.37,621.46,32.53,150.38
6,01ACN-85,812.61,651.45,34.21,126.95
7,01ACN-85,781.54,735.32,39.9,6.32
8,01ACN-85,809.08,730.68,38.13,40.28
9,01ACN-85,788.73,627.13,32.87,128.73
10,01ACN-85,822.3,651.13,36.26,134.92
11,01ACN-85,796.73,705.19,42.37,49.17
12,01ACN-85,791.93,638.31,37.1,116.53
13,01ACN-85,815.81,712.86,45.34,57.62
14,01ACN-85,847.38,713.87,40.57,92.95
15,01ACN-85,844.3,685.74,37.04,121.52
16,01ACN-85,824.38,717.78,39.68,66.93
17,01ACN-85,788.2,742.91,45.29,0
18,01ACN-85,770.92,726.72,44.2,0
19,01ACN-85,835.98,728.93,42.51,64.55
20,01ACN-85,842.52,721.86,40.79,79.88
21,01ACN-85,810.09,764.41,45.68,0
22,01ACN-85,885.98,836.74,49.24,0
23,01ACN-85,929.69,881.1,48.58,0
24,01ACN-85,869.83,825.05,44.78,0
1,01ACO-230,753.95,717.98,27.67,8.31
2,01ACO-230,745.57,711.58,27.07,6.92
3,01ACO-230,678.59,641.68,24.81,12.1
4,01ACO-230,679.54,641.9,24.82,12.82
5,01ACO-230,661.71,621.46,23.89,16.36
6,01ACO-230,690.58,651.45,24.7,14.43
7,01ACO-230,765.17,735.32,29.13,.73
8,01ACO-230,763.07,730.68,27.73,4.66
9,01ACO-230,664.63,627.13,22.63,14.87
10,01ACO-230,692.07,651.13,25.27,15.67
11,01ACO-230,741.08,705.19,30.18,5.71
12,01ACO-230,677.8,638.31,25.96,13.53
13,01ACO-230,753.52,712.86,33.97,6.69
14,01ACO-230,753.87,713.87,29.21,10.79
15,01ACO-230,726.18,685.74,26.4,14.04
16,01ACO-230,753.98,717.78,28.47,7.73
17,01ACO-230,776.37,742.91,33.45,0
18,01ACO-230,758.53,726.72,31.81,0
19,01ACO-230,767.4,728.93,31.13,7.34
20,01ACO-230,760.67,721.86,30.12,8.69
21,01ACO-230,798.68,764.41,34.27,0
22,01ACO-230,873.94,836.74,37.2,0
23,01ACO-230,917.38,881.1,36.28,0
24,01ACO-230,858.31,825.05,33.26,0
1,01ACS-230,732.42,717.98,25.94,-11.49
2,01ACS-230,727.22,711.58,25.21,-9.57
3,01ACS-230,648.01,641.68,23.07,-16.74
4,01ACS-230,647.31,641.9,23.14,-17.73
5,01ACS-230,621.19,621.46,22.35,-22.62
6,01ACS-230,655.99,651.45,22.91,-18.36
7,01ACS-230,761.88,735.32,27.48,-.92
8,01ACS-230,750.99,730.68,26.11,-5.8
9,01ACS-230,629.81,627.13,21.23,-18.56
10,01ACS-230,655.65,651.13,23.86,-19.35
11,01ACS-230,726.7,705.19,28.56,-7.05
12,01ACS-230,645.97,638.31,24.38,-16.71
13,01ACS-230,736.75,712.86,32.16,-8.26
14,01ACS-230,728.03,713.87,27.5,-13.33
15,01ACS-230,693.04,685.74,24.91,-17.61
16,01ACS-230,735,717.78,26.92,-9.7
17,01ACS-230,774.25,742.91,31.34,0
18,01ACS-230,756.25,726.72,29.53,0
19,01ACS-230,748.19,728.93,28.6,-9.34
20,01ACS-230,737.11,721.86,27.26,-12.01
21,01ACS-230,795.52,764.41,31.11,0
22,01ACS-230,870.62,836.74,33.89,0
23,01ACS-230,914.12,881.1,33.02,0
24,01ACS-230,856.01,825.05,30.96,0
1,01AGU-230,830.4,717.98,37.7,74.72
2,01AGU-230,811.18,711.58,37.36,62.24
3,01AGU-230,785.04,641.68,34.53,108.83
4,01AGU-230,791.79,641.9,34.6,115.3
5,01AGU-230,801.84,621.46,33.31,147.07
6,01AGU-230,811.14,651.45,35.31,124.39
7,01AGU-230,783.32,735.32,41.75,6.24
8,01AGU-230,809.71,730.68,39.23,39.8
9,01AGU-230,788.26,627.13,33.92,127.21
10,01AGU-230,822.07,651.13,37.62,133.32
11,01AGU-230,797.81,705.19,44.03,48.59
12,01AGU-230,791.94,638.31,38.48,115.16
13,01AGU-230,816.52,712.86,46.72,56.94
14,01AGU-230,847.32,713.87,41.61,91.85
15,01AGU-230,844.13,685.74,38.36,120.03
16,01AGU-230,825.2,717.78,41.32,66.11
17,01AGU-230,790.12,742.91,47.2,0
18,01AGU-230,772.31,726.72,45.6,0
19,01AGU-230,836.24,728.93,44.06,63.24
20,01AGU-230,842.24,721.86,42.26,78.12
21,01AGU-230,811.44,764.41,47.03,0
22,01AGU-230,887.51,836.74,50.77,0
23,01AGU-230,930.97,881.1,49.87,0
24,01AGU-230,870.76,825.05,45.71,0
1,01AGV-85,883.32,717.98,44.79,120.56
2,01AGV-85,854.97,711.58,42.97,100.42
3,01AGV-85,856,641.68,38.73,175.6
4,01AGV-85,866.55,641.9,38.62,186.03
5,01AGV-85,896.11,621.46,37.35,237.3
6,01AGV-85,890.57,651.45,39.38,199.74
7,01AGV-85,792.01,735.32,46.66,10.03
8,01AGV-85,840,730.68,45.63,63.69
9,01AGV-85,869.09,627.13,38.4,203.56
10,01AGV-85,906.8,651.13,42.37,213.3
11,01AGV-85,832.3,705.19,49.37,77.74
12,01AGV-85,866,638.31,43.46,184.23
13,01AGV-85,857.54,712.86,53.59,91.09
14,01AGV-85,909.58,713.87,48.77,146.94
15,01AGV-85,923.82,685.74,45.31,192.78
16,01AGV-85,872.5,717.78,48.55,106.17
17,01AGV-85,797.3,742.91,54.39,0
18,01AGV-85,778.9,726.72,52.19,0
19,01AGV-85,882.82,728.93,52.33,101.55
20,01AGV-85,900.76,721.86,52.86,126.04
21,01AGV-85,825.27,764.41,60.86,0
22,01AGV-85,903.17,836.74,66.43,0
23,01AGV-85,945.31,881.1,64.21,0
24,01AGV-85,880.96,825.05,55.91,0
1,01AIN-115,809.4,717.98,39.58,51.84
2,01AIN-115,794.61,711.58,39.85,43.18
3,01AIN-115,755.1,641.68,37.92,75.51
4,01AIN-115,760.14,641.9,38.25,79.99
5,01AIN-115,760.29,621.46,36.79,102.04
6,01AIN-115,777.23,651.45,39.33,86.45
7,01AIN-115,785.7,735.32,46.04,4.34
8,01AIN-115,800.23,730.68,42.07,27.47
9,01AIN-115,753.27,627.13,38.34,87.8
10,01AIN-115,785.58,651.13,42.41,92.04
11,01AIN-115,787.45,705.19,48.72,33.55
12,01AIN-115,760.18,638.31,42.38,79.5
13,01AIN-115,801.63,712.86,49.46,39.31
14,01AIN-115,820.75,713.87,43.48,63.41
15,01AIN-115,809.63,685.74,40.46,83.43
16,01AIN-115,807.01,717.78,43.28,45.95
17,01AIN-115,793.02,742.91,50.11,0
18,01AIN-115,776.03,726.72,49.31,0
19,01AIN-115,819.21,728.93,46.33,43.95
20,01AIN-115,821.22,721.86,45.17,54.2
21,01AIN-115,815.44,764.41,51.04,0
22,01AIN-115,891.61,836.74,54.87,0
23,01AIN-115,934.36,881.1,53.25,0
24,01AIN-115,873.29,825.05,48.24,0
1,01ALR-85,826.96,717.98,35.77,73.21
2,01ALR-85,807.81,711.58,35.24,60.99
3,01ALR-85,780.79,641.68,32.48,106.64
4,01ALR-85,787.48,641.9,32.61,112.97
5,01ALR-85,797,621.46,31.43,144.11
6,01ALR-85,806.04,651.45,32.91,121.68
7,01ALR-85,779.57,735.32,38.2,6.05
8,01ALR-85,805.43,730.68,36.24,38.5
9,01ALR-85,781.35,627.13,31.16,123.06
10,01ALR-85,814.49,651.13,34.39,128.98
11,01ALR-85,792.42,705.19,40.22,47.01
12,01ALR-85,784.78,638.31,35.07,111.4
13,01ALR-85,811,712.86,43.06,55.08
14,01ALR-85,841.02,713.87,38.3,88.85
15,01ALR-85,837.09,685.74,35.12,116.23
16,01ALR-85,819.47,717.78,37.68,64.01
17,01ALR-85,786.1,742.91,43.19,0
18,01ALR-85,769,726.72,42.29,0
19,01ALR-85,831.48,728.93,40.69,61.87
20,01ALR-85,837.57,721.86,39.17,76.54
21,01ALR-85,808.55,764.41,44.14,0
22,01ALR-85,884.49,836.74,47.75,0
23,01ALR-85,928.25,881.1,47.15,0
24,01ALR-85,868.29,825.05,43.24,0
1,01AMO-85,843.43,717.98,46.83,78.63
2,01AMO-85,823.76,711.58,46.69,65.5
3,01AMO-85,799.1,641.68,42.9,114.53
4,01AMO-85,806.19,641.9,42.96,121.33
5,01AMO-85,817.77,621.46,41.54,154.77
6,01AMO-85,826.59,651.45,44.14,131.01
7,01AMO-85,794.21,735.32,52.31,6.58
8,01AMO-85,822.25,730.68,49.75,41.83
9,01AMO-85,804.48,627.13,43.66,133.69
10,01AMO-85,839.22,651.13,47.98,140.12
11,01AMO-85,811.71,705.19,55.46,51.07
12,01AMO-85,808.23,638.31,48.9,121.02
13,01AMO-85,830.61,712.86,57.92,59.84
14,01AMO-85,862.74,713.87,52.35,96.53
15,01AMO-85,860.8,685.74,48.64,126.43
16,01AMO-85,839.83,717.78,52.42,69.63
17,01AMO-85,801.72,742.91,58.81,0
18,01AMO-85,783.83,726.72,57.11,0
19,01AMO-85,850.57,728.93,55.03,66.61
20,01AMO-85,856.06,721.86,52,82.21
21,01AMO-85,822.24,764.41,57.84,0
22,01AMO-85,898.86,836.74,62.13,0
23,01AMO-85,943.21,881.1,62.11,0
24,01AMO-85,882.3,825.05,57.25,0
1,01ANL-85,746.12,717.98,38.7,-10.55
2,01ANL-85,739.14,711.58,36.35,-8.79
3,01ANL-85,658.56,641.68,32.26,-15.37
4,01ANL-85,657.64,641.9,32.03,-16.29
5,01ANL-85,631.31,621.46,30.63,-20.77
6,01ANL-85,666.56,651.45,32.15,-17.04
7,01ANL-85,772.77,735.32,38.31,-.86
8,01ANL-85,763.96,730.68,38.67,-5.39
9,01ANL-85,643.7,627.13,33.79,-17.23
10,01ANL-85,670.7,651.13,37.54,-17.97
11,01ANL-85,741.92,705.19,43.28,-6.55
12,01ANL-85,661.11,638.31,38.32,-15.52
13,01ANL-85,751.6,712.86,46.41,-7.67
14,01ANL-85,744.57,713.87,43.08,-12.38
15,01ANL-85,709.92,685.74,40.56,-16.37
16,01ANL-85,751.52,717.78,42.76,-9.02
17,01ANL-85,790.9,742.91,47.99,0
18,01ANL-85,772.65,726.72,45.94,0
19,01ANL-85,765.47,728.93,45.21,-8.66
20,01ANL-85,755.54,721.86,44.72,-11.03
21,01ANL-85,817.94,764.41,53.54,0
22,01ANL-85,896.34,836.74,59.61,0
23,01ANL-85,938.98,881.1,57.88,0
24,01ANL-85,874.59,825.05,49.55,0
1,01ANM-115,807.75,717.98,28.76,61.01
2,01ANM-115,792.47,711.58,30.07,50.82
3,01ANM-115,760.71,641.68,30.17,88.87
4,01ANM-115,766.74,641.9,30.69,94.15
5,01ANM-115,770.72,621.46,29.16,120.1
6,01ANM-115,784.57,651.45,31.49,101.64
7,01ANM-115,777.8,735.32,37.38,5.1
8,01ANM-115,793.65,730.68,30.65,32.31
9,01ANM-115,758.91,627.13,28.51,103.28
10,01ANM-115,791.69,651.13,32.29,108.27
11,01ANM-115,782.79,705.19,38.15,39.46
12,01ANM-115,764.41,638.31,32.59,93.52
13,01ANM-115,796.79,712.86,37.7,46.24
14,01ANM-115,819.93,713.87,31.48,74.59
15,01ANM-115,812.51,685.74,28.66,98.11
16,01ANM-115,803.41,717.78,31.6,54.03
17,01ANM-115,782.4,742.91,39.49,0
18,01ANM-115,765.27,726.72,38.55,0
19,01ANM-115,814.69,728.93,34.09,51.68
20,01ANM-115,817.22,721.86,31.57,63.79
21,01ANM-115,799.19,764.41,34.79,0
22,01ANM-115,874.07,836.74,37.33,0
23,01ANM-115,917.77,881.1,36.67,0
24,01ANM-115,860,825.05,34.95,0
1,01ANS-85,862.19,717.98,39.15,105.06
2,01ANS-85,837.15,711.58,38.05,87.52
3,01ANS-85,829.27,641.68,34.56,153.03
4,01ANS-85,838.48,641.9,34.46,162.12
5,01ANS-85,861.46,621.46,33.2,206.8
6,01ANS-85,860.67,651.45,34.96,174.25
7,01ANS-85,785.34,735.32,41.28,8.75
8,01ANS-85,826.06,730.68,39.79,55.6
9,01ANS-85,838.47,627.13,33.64,177.7
10,01ANS-85,874.81,651.13,37.47,186.21
11,01ANS-85,817.09,705.19,44.03,67.87
12,01ANS-85,837.73,638.31,38.59,160.84
13,01ANS-85,840.25,712.86,47.87,79.52
14,01ANS-85,885.14,713.87,42.99,128.28
15,01ANS-85,893.52,685.74,39.63,168.16
16,01ANS-85,852.94,717.78,42.55,92.62
17,01ANS-85,791.05,742.91,48.14,0
18,01ANS-85,772.76,726.72,46.04,0
19,01ANS-85,862.71,728.93,45.19,88.6
20,01ANS-85,875.65,721.86,43.95,109.85
21,01ANS-85,813.66,764.41,49.25,0
22,01ANS-85,890.41,836.74,53.68,0
23,01ANS-85,933.97,881.1,52.87,0
24,01ANS-85,872.9,825.05,47.85,0
1,01ANU-115,830.26,717.98,50.39,61.89
2,01ANU-115,812.84,711.58,49.71,51.56
3,01ANU-115,778.21,641.68,46.39,90.15
4,01ANU-115,783.45,641.9,46.05,95.5
5,01ANU-115,786.71,621.46,43.42,121.83
6,01ANU-115,800.57,651.45,46.02,103.1
7,01ANU-115,794.81,735.32,54.31,5.18
8,01ANU-115,812.19,730.68,48.73,32.78
9,01ANU-115,776.02,627.13,44.11,104.77
10,01ANU-115,809.71,651.13,48.75,109.84
11,01ANU-115,800.66,705.19,55.45,40.03
12,01ANU-115,781.18,638.31,48.01,94.87
13,01ANU-115,815.7,712.86,55.94,46.91
14,01ANU-115,840.4,713.87,50.86,75.67
15,01ANU-115,832.64,685.74,47.39,99.52
16,01ANU-115,824.24,717.78,51.65,54.81
17,01ANU-115,803.45,742.91,60.53,0
18,01ANU-115,785.54,726.72,58.83,0
19,01ANU-115,835.57,728.93,54.22,52.42
20,01ANU-115,838.6,721.86,52.04,64.71
21,01ANU-115,828.28,764.41,63.88,0
22,01ANU-115,909.24,836.74,72.5,0
23,01ANU-115,953.72,881.1,72.62,0
24,01ANU-115,890.13,825.05,65.08,0
1,01ANU-69,830.26,717.98,50.39,61.89
2,01ANU-69,812.84,711.58,49.71,51.56
3,01ANU-69,778.21,641.68,46.39,90.15
4,01ANU-69,783.45,641.9,46.05,95.5
5,01ANU-69,786.71,621.46,43.42,121.83
6,01ANU-69,800.57,651.45,46.02,103.1
7,01ANU-69,794.81,735.32,54.31,5.18
8,01ANU-69,812.19,730.68,48.73,32.78
9,01ANU-69,776.02,627.13,44.11,104.77
10,01ANU-69,809.71,651.13,48.75,109.84
11,01ANU-69,800.66,705.19,55.45,40.03
12,01ANU-69,781.18,638.31,48.01,94.87
13,01ANU-69,815.7,712.86,55.94,46.91
14,01ANU-69,840.4,713.87,50.86,75.67
15,01ANU-69,832.64,685.74,47.39,99.52
16,01ANU-69,824.24,717.78,51.65,54.81
17,01ANU-69,803.45,742.91,60.53,0
18,01ANU-69,785.54,726.72,58.83,0
19,01ANU-69,835.57,728.93,54.22,52.42
20,01ANU-69,838.6,721.86,52.04,64.71
21,01ANU-69,828.28,764.41,63.88,0
22,01ANU-69,909.24,836.74,72.5,0
23,01ANU-69,953.72,881.1,72.62,0
24,01ANU-69,890.13,825.05,65.08,0
1,01ARA-85,846.86,717.98,35.72,93.17
2,01ARA-85,823.9,711.58,34.71,77.61
3,01ARA-85,808.94,641.68,31.56,135.71
4,01ARA-85,817.16,641.9,31.5,143.77
5,01ARA-85,835.2,621.46,30.35,183.39
6,01ARA-85,837.89,651.45,31.92,154.53
7,01ARA-85,781.14,735.32,38.06,7.76
8,01ARA-85,816.59,730.68,36.6,49.32
9,01ARA-85,815.63,627.13,30.88,157.62
10,01ARA-85,850.56,651.13,34.25,165.18
11,01ARA-85,805.81,705.19,40.42,60.21
12,01ARA-85,816.3,638.31,35.33,142.67
13,01ARA-85,827.53,712.86,44.14,70.54
14,01ARA-85,866.81,713.87,39.14,113.79
15,01ARA-85,870.84,685.74,35.89,149.21
16,01ARA-85,838.66,717.78,38.71,82.18
17,01ARA-85,787.19,742.91,44.28,0
18,01ARA-85,769.07,726.72,42.35,0
19,01ARA-85,848.84,728.93,41.34,78.57
20,01ARA-85,859.49,721.86,40.22,97.41
21,01ARA-85,810.08,764.41,45.67,0
22,01ARA-85,885.95,836.74,49.22,0
23,01ARA-85,929.22,881.1,48.12,0
24,01ARA-85,868.7,825.05,43.66,0
1,01ARX-230,732.27,717.98,17.6,-3.31
2,01ARX-230,726.26,711.58,17.44,-2.76
3,01ARX-230,653.28,641.68,16.42,-4.82
4,01ARX-230,653.25,641.9,16.46,-5.11
5,01ARX-230,630.72,621.46,15.78,-6.52
6,01ARX-230,663.01,651.45,16.38,-4.82
7,01ARX-230,753.71,735.32,18.63,-.24
8,01ARX-230,746.63,730.68,17.41,-1.46
9,01ARX-230,637.66,627.13,15.2,-4.67
10,01ARX-230,663.58,651.13,17.27,-4.82
11,01ARX-230,724.28,705.19,20.85,-1.76
12,01ARX-230,652.04,638.31,17.9,-4.17
13,01ARX-230,734.12,712.86,23.33,-2.06
14,01ARX-230,729.89,713.87,19.34,-3.32
15,01ARX-230,698.82,685.74,17.69,-4.6
16,01ARX-230,733.93,717.78,18.69,-2.54
17,01ARX-230,765.04,742.91,22.13,0
18,01ARX-230,748.16,726.72,21.45,0
19,01ARX-230,746.88,728.93,20.39,-2.45
20,01ARX-230,737.96,721.86,19.56,-3.46
21,01ARX-230,786.89,764.41,22.48,0
22,01ARX-230,861.08,836.74,24.34,0
23,01ARX-230,904.11,881.1,23.01,0
24,01ARX-230,845.95,825.05,20.9,0
1,01ATE-230,839.28,717.98,42.22,79.09
2,01ATE-230,819.61,711.58,42.16,65.88
3,01ATE-230,795.78,641.68,38.91,115.19
4,01ATE-230,802.94,641.9,39.01,122.04
5,01ATE-230,814.79,621.46,37.66,155.67
6,01ATE-230,823.17,651.45,39.95,131.78
7,01ATE-230,789.24,735.32,47.3,6.61
8,01ATE-230,817.27,730.68,44.51,42.08
9,01ATE-230,800.48,627.13,38.85,134.51
10,01ATE-230,834.9,651.13,42.8,140.97
11,01ATE-230,806.35,705.19,49.78,51.38
12,01ATE-230,803.62,638.31,43.56,121.76
13,01ATE-230,825.11,712.86,52.05,60.2
14,01ATE-230,857.52,713.87,46.54,97.12
15,01ATE-230,855.88,685.74,42.97,127.17
16,01ATE-230,834.27,717.78,46.46,70.04
17,01ATE-230,795.56,742.91,52.65,0
18,01ATE-230,777.83,726.72,51.11,0
19,01ATE-230,845.27,728.93,49.34,67
20,01ATE-230,851.32,721.86,46.78,82.69
21,01ATE-230,816.42,764.41,52.02,0
22,01ATE-230,892.68,836.74,55.94,0
23,01ATE-230,936.44,881.1,55.34,0
24,01ATE-230,876.27,825.05,51.22,0
1,01ATE-85,839.34,717.98,42.73,78.63
2,01ATE-85,819.82,711.58,42.75,65.5
3,01ATE-85,795.68,641.68,39.48,114.53
4,01ATE-85,802.8,641.9,39.57,121.33
5,01ATE-85,814.44,621.46,38.21,154.77
6,01ATE-85,823,651.45,40.55,131.01
7,01ATE-85,789.87,735.32,47.98,6.58
8,01ATE-85,817.57,730.68,45.07,41.83
9,01ATE-85,800.21,627.13,39.39,133.69
10,01ATE-85,834.59,651.13,43.34,140.12
11,01ATE-85,806.61,705.19,50.35,51.07
12,01ATE-85,803.42,638.31,44.09,121.02
13,01ATE-85,825.27,712.86,52.57,59.84
14,01ATE-85,857.41,713.87,47.02,96.53
15,01ATE-85,855.62,685.74,43.46,126.43
16,01ATE-85,834.39,717.78,46.98,69.63
17,01ATE-85,796.17,742.91,53.26,0
18,01ATE-85,778.44,726.72,51.72,0
19,01ATE-85,845.34,728.93,49.8,66.61
20,01ATE-85,851.09,721.86,47.02,82.21
21,01ATE-85,816.64,764.41,52.24,0
22,01ATE-85,892.93,836.74,56.19,0
23,01ATE-85,936.95,881.1,55.85,0
24,01ATE-85,876.91,825.05,51.86,0
1,01ATG-69,755.83,717.98,-5.94,43.79
2,01ATG-69,751.61,711.58,3.56,36.48
3,01ATG-69,721.1,641.68,15.64,63.78
4,01ATG-69,730.46,641.9,21,67.57
5,01ATG-69,722.82,621.46,15.17,86.19
6,01ATG-69,743.77,651.45,19.48,72.85
7,01ATG-69,769.14,735.32,30.16,3.66
8,01ATG-69,750.66,730.68,-3.2,23.17
9,01ATG-69,713.76,627.13,12.65,73.97
10,01ATG-69,739.92,651.13,11.17,77.62
11,01ATG-69,750.79,705.19,17.31,28.29
12,01ATG-69,716.46,638.31,11.11,67.04
13,01ATG-69,752.7,712.86,6.69,33.15
14,01ATG-69,758.13,713.87,-9.21,53.47
15,01ATG-69,745.42,685.74,-10.61,70.3
16,01ATG-69,749.65,717.78,-6.85,38.72
17,01ATG-69,761.75,742.91,18.84,0
18,01ATG-69,745.82,726.72,19.11,0
19,01ATG-69,762.65,728.93,-3.32,37.04
20,01ATG-69,755.88,721.86,-11.76,45.78
21,01ATG-69,749.8,764.41,-14.61,0
22,01ATG-69,817.61,836.74,-19.13,0
23,01ATG-69,861.95,881.1,-19.16,0
24,01ATG-69,819.87,825.05,-5.18,0
1,01ATI-230,817.8,717.98,34.07,65.76
2,01ATI-230,799.99,711.58,33.64,54.78
3,01ATI-230,768.57,641.68,31.11,95.78
4,01ATI-230,774.55,641.9,31.18,101.47
5,01ATI-230,780.9,621.46,30.01,129.43
6,01ATI-230,792.59,651.45,31.7,109.45
7,01ATI-230,778.3,735.32,37.48,5.49
8,01ATI-230,801.32,730.68,35.55,35.09
9,01ATI-230,769.98,627.13,30.7,112.15
10,01ATI-230,802.74,651.13,34.06,117.55
11,01ATI-230,787.99,705.19,39.96,42.85
12,01ATI-230,774.7,638.31,34.86,101.53
13,01ATI-230,805.73,712.86,42.68,50.2
14,01ATI-230,832.61,713.87,37.76,80.98
15,01ATI-230,825.72,685.74,34.4,105.59
16,01ATI-230,813.01,717.78,37.08,58.15
17,01ATI-230,785.58,742.91,42.67,0
18,01ATI-230,767.95,726.72,41.23,0
19,01ATI-230,824.27,728.93,39.69,55.65
20,01ATI-230,828.82,721.86,38.21,68.75
21,01ATI-230,807.34,764.41,42.94,0
22,01ATI-230,883.02,836.74,46.28,0
23,01ATI-230,926.39,881.1,45.29,0
