Centro Nacional de Control de Energia
Precios Marginales Locales del MDA 
Sistema Interconectado Nacional
Reporte diario
Fecha: 06/Septiembre/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 05/Septiembre/2020 15:11:32 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Hora,Clave del nodo,Precio marginal local ($/MWh),Componente de energia ($/MWh),Componente de perdidas ($/MWh),Componente de congestion ($/MWh)
16,01AGV-85,525.18,490.57,34.62,0
17,01AGV-85,536.27,499.97,36.3,0
18,01AGV-85,532.87,497.65,35.22,0
19,01AGV-85,553.77,516.9,36.87,0
20,01AGV-85,569.55,533.1,36.44,0
21,01AGV-85,601.56,561.04,40.52,0
22,01AGV-85,600.01,564.37,35.63,0
23,01AGV-85,597.57,558.98,38.59,0
24,01AGV-85,598.43,565.63,32.79,0
1,01AIN-115,588.76,560.15,28.62,0
2,01AIN-115,563.71,536.23,27.48,0
3,01AIN-115,562.09,533.71,28.38,0
4,01AIN-115,564.3,533.38,30.92,0
5,01AIN-115,551.65,522.26,29.38,0
6,01AIN-115,554.06,523.28,30.78,0
7,01AIN-115,554.66,523.06,31.6,0
8,01AIN-115,552.79,520.16,32.63,0
9,01AIN-115,550.84,516.48,34.42,-.05
10,01AIN-115,529.42,495.48,33.95,0
11,01AIN-115,518.18,483.94,34.24,0
12,01AIN-115,520.51,485.53,34.98,0
13,01AIN-115,529.43,492.8,36.63,0
14,01AIN-115,528.95,492.57,36.38,0
15,01AIN-115,526.34,491.74,34.6,0
16,01AIN-115,525.04,490.57,34.48,0
17,01AIN-115,533.45,499.97,33.48,0
18,01AIN-115,530.27,497.65,32.62,0
19,01AIN-115,551.54,516.9,34.64,0
20,01AIN-115,565.41,533.1,32.31,0
21,01AIN-115,595.58,561.04,34.55,0
22,01AIN-115,594.88,564.37,30.51,0
23,01AIN-115,591.44,558.98,32.46,0
24,01AIN-115,593.91,565.63,28.28,0
1,01ALR-85,585.05,560.15,24.9,0
2,01ALR-85,559.45,536.23,23.22,0
3,01ALR-85,557.68,533.71,23.97,0
4,01ALR-85,558.55,533.38,25.17,0
5,01ALR-85,545.83,522.26,23.57,0
6,01ALR-85,547.61,523.28,24.33,0
7,01ALR-85,547.41,523.06,24.35,0
8,01ALR-85,545.24,520.16,25.08,0
9,01ALR-85,542.64,516.48,26.75,-.59
10,01ALR-85,522.25,495.48,26.77,.01
11,01ALR-85,511.72,483.94,27.78,0
12,01ALR-85,514.03,485.53,28.5,0
13,01ALR-85,522.93,492.8,30.13,0
14,01ALR-85,522.48,492.57,29.91,0
15,01ALR-85,520.61,491.74,28.87,0
16,01ALR-85,518.41,490.57,27.84,0
17,01ALR-85,528.52,499.97,28.56,0
18,01ALR-85,525.26,497.65,27.61,0
19,01ALR-85,545.78,516.9,28.87,0
20,01ALR-85,560.34,533.1,27.24,0
21,01ALR-85,589.51,561.04,28.47,0
22,01ALR-85,588.42,564.37,24.05,0
23,01ALR-85,586.39,558.98,27.41,0
24,01ALR-85,589.36,565.63,23.72,0
1,01AMO-85,592.7,560.15,32.55,0
2,01AMO-85,566.92,536.23,30.69,0
3,01AMO-85,565.34,533.71,31.63,0
4,01AMO-85,566.75,533.38,33.37,0
5,01AMO-85,553.81,522.26,31.55,0
6,01AMO-85,555.81,523.28,32.53,0
7,01AMO-85,555.8,523.06,32.75,0
8,01AMO-85,553.94,520.16,33.77,0
9,01AMO-85,551.69,516.48,35.62,-.4
10,01AMO-85,529.91,495.48,34.43,0
11,01AMO-85,519.18,483.94,35.24,0
12,01AMO-85,521.68,485.53,36.15,0
13,01AMO-85,530.87,492.8,38.06,0
14,01AMO-85,530.28,492.57,37.71,0
15,01AMO-85,528.14,491.74,36.4,0
16,01AMO-85,526.14,490.57,35.57,0
17,01AMO-85,536.47,499.97,36.5,0
18,01AMO-85,533.12,497.65,35.47,0
19,01AMO-85,554.13,516.9,37.23,0
20,01AMO-85,568.38,533.1,35.28,0
21,01AMO-85,598.15,561.04,37.11,0
22,01AMO-85,596.89,564.37,32.52,0
23,01AMO-85,594.46,558.98,35.48,0
24,01AMO-85,597.62,565.63,31.99,0
1,01ANL-85,589.97,560.15,29.82,0
2,01ANL-85,563.15,536.23,26.93,0
3,01ANL-85,560.65,533.71,26.93,0
4,01ANL-85,560.58,533.38,27.2,0
5,01ANL-85,547.51,522.26,25.24,0
6,01ANL-85,549.49,523.28,26.21,0
7,01ANL-85,549.42,523.06,26.37,0
8,01ANL-85,547.69,520.16,27.52,0
9,01ANL-85,545.15,516.48,29.43,-.76
10,01ANL-85,525.67,495.48,30.18,.01
11,01ANL-85,515.43,483.94,31.48,0
12,01ANL-85,517.8,485.53,32.27,0
13,01ANL-85,526.29,492.8,33.49,0
14,01ANL-85,525.53,492.57,32.96,0
15,01ANL-85,524.2,491.74,32.46,0
16,01ANL-85,521.8,490.57,31.23,0
17,01ANL-85,532.95,499.97,32.99,0
18,01ANL-85,529.75,497.65,32.1,0
19,01ANL-85,550.99,516.9,34.09,0
20,01ANL-85,567.35,533.1,34.24,0
21,01ANL-85,599.52,561.04,38.48,0
22,01ANL-85,599.3,564.37,34.93,0
23,01ANL-85,595,558.98,36.01,0
24,01ANL-85,596.09,565.63,30.46,0
1,01ANM-115,578.92,560.15,18.77,0
2,01ANM-115,554.72,536.23,18.49,0
3,01ANM-115,553.32,533.71,19.61,0
4,01ANM-115,556.44,533.38,23.06,0
5,01ANM-115,543.87,522.26,21.61,0
6,01ANM-115,546.46,523.28,23.18,0
7,01ANM-115,547.41,523.06,24.35,0
8,01ANM-115,545.42,520.16,25.25,0
9,01ANM-115,543.38,516.48,26.67,.23
10,01ANM-115,521.78,495.48,26.31,-.01
11,01ANM-115,510.65,483.94,26.71,0
12,01ANM-115,513.23,485.53,27.7,0
13,01ANM-115,522.05,492.8,29.25,0
14,01ANM-115,521.58,492.57,29.01,0
15,01ANM-115,518.76,491.74,27.02,0
16,01ANM-115,517.89,490.57,27.33,0
17,01ANM-115,524.57,499.97,24.61,0
18,01ANM-115,521.7,497.65,24.05,0
19,01ANM-115,542.97,516.9,26.07,0
20,01ANM-115,556.18,533.1,23.08,0
21,01ANM-115,584.15,561.04,23.11,0
22,01ANM-115,583.47,564.37,19.1,0
23,01ANM-115,580.35,558.98,21.36,0
24,01ANM-115,584.67,565.63,19.03,0
1,01ANS-85,588.33,560.15,28.18,0
2,01ANS-85,562.29,536.23,26.07,0
3,01ANS-85,560.41,533.71,26.69,0
4,01ANS-85,561.06,533.38,27.68,0
5,01ANS-85,548.2,522.26,25.94,0
6,01ANS-85,550.16,523.28,26.88,0
7,01ANS-85,549.99,523.06,26.93,0
8,01ANS-85,548.02,520.16,27.86,0
9,01ANS-85,545.64,516.48,29.82,-.66
10,01ANS-85,525.18,495.48,29.69,.01
11,01ANS-85,514.73,483.94,30.79,0
12,01ANS-85,517.18,485.53,31.65,0
13,01ANS-85,526.41,492.8,33.61,0
14,01ANS-85,526.02,492.57,33.45,0
15,01ANS-85,524.32,491.74,32.58,0
16,01ANS-85,521.82,490.57,31.26,0
17,01ANS-85,532.63,499.97,32.67,0
18,01ANS-85,529.18,497.65,31.53,0
19,01ANS-85,549.74,516.9,32.84,0
20,01ANS-85,564.41,533.1,31.3,0
21,01ANS-85,594.24,561.04,33.2,0
22,01ANS-85,592.55,564.37,28.18,0
23,01ANS-85,591.05,558.98,32.07,0
24,01ANS-85,593.39,565.63,27.76,0
1,01ANU-115,599.38,560.15,39.24,0
2,01ANU-115,572.94,536.23,36.71,0
3,01ANU-115,570.12,533.71,36.41,0
4,01ANU-115,572.3,533.38,38.92,0
5,01ANU-115,558.84,522.26,36.58,0
6,01ANU-115,561.06,523.28,37.78,0
7,01ANU-115,561.67,523.06,38.61,0
8,01ANU-115,559.21,520.16,39.04,0
9,01ANU-115,557.73,516.48,41.05,.21
10,01ANU-115,535.5,495.48,40.03,-.01
11,01ANU-115,523.52,483.94,39.58,0
12,01ANU-115,526.36,485.53,40.83,0
13,01ANU-115,536.18,492.8,43.38,0
14,01ANU-115,536.28,492.57,43.71,0
15,01ANU-115,534.16,491.74,42.42,0
16,01ANU-115,533.4,490.57,42.83,0
17,01ANU-115,540.25,499.97,40.28,0
18,01ANU-115,537.48,497.65,39.83,0
19,01ANU-115,559.39,516.9,42.49,0
20,01ANU-115,573.51,533.1,40.41,0
21,01ANU-115,607.55,561.04,46.51,0
22,01ANU-115,609.78,564.37,45.4,0
23,01ANU-115,605.54,558.98,46.56,0
24,01ANU-115,608.05,565.63,42.41,0
1,01ANU-69,599.38,560.15,39.24,0
2,01ANU-69,572.94,536.23,36.71,0
3,01ANU-69,570.12,533.71,36.41,0
4,01ANU-69,572.3,533.38,38.92,0
5,01ANU-69,558.84,522.26,36.58,0
6,01ANU-69,561.06,523.28,37.78,0
7,01ANU-69,561.67,523.06,38.61,0
8,01ANU-69,559.21,520.16,39.04,0
9,01ANU-69,557.73,516.48,41.05,.21
10,01ANU-69,535.5,495.48,40.03,-.01
11,01ANU-69,523.52,483.94,39.58,0
12,01ANU-69,526.36,485.53,40.83,0
13,01ANU-69,536.18,492.8,43.38,0
14,01ANU-69,536.28,492.57,43.71,0
15,01ANU-69,534.16,491.74,42.42,0
16,01ANU-69,533.4,490.57,42.83,0
17,01ANU-69,540.25,499.97,40.28,0
18,01ANU-69,537.48,497.65,39.83,0
19,01ANU-69,559.39,516.9,42.49,0
20,01ANU-69,573.51,533.1,40.41,0
21,01ANU-69,607.55,561.04,46.51,0
22,01ANU-69,609.78,564.37,45.4,0
23,01ANU-69,605.54,558.98,46.56,0
24,01ANU-69,608.05,565.63,42.41,0
1,01ARA-85,585.95,560.15,25.8,0
2,01ARA-85,559.99,536.23,23.76,0
3,01ARA-85,558.1,533.71,24.38,0
4,01ARA-85,558.65,533.38,25.27,0
5,01ARA-85,545.89,522.26,23.62,0
6,01ARA-85,547.74,523.28,24.46,0
7,01ARA-85,547.54,523.06,24.48,0
8,01ARA-85,545.59,520.16,25.42,0
9,01ARA-85,543.04,516.48,27.26,-.69
10,01ARA-85,522.72,495.48,27.23,.01
11,01ARA-85,512.22,483.94,28.27,0
12,01ARA-85,514.57,485.53,29.04,0
13,01ARA-85,523.65,492.8,30.85,0
14,01ARA-85,523.25,492.57,30.67,0
15,01ARA-85,521.56,491.74,29.82,0
16,01ARA-85,519.05,490.57,28.49,0
17,01ARA-85,529.84,499.97,29.88,0
18,01ARA-85,526.48,497.65,28.83,0
19,01ARA-85,547,516.9,30.1,0
20,01ARA-85,561.69,533.1,28.58,0
21,01ARA-85,591.25,561.04,30.21,0
22,01ARA-85,589.74,564.37,25.37,0
23,01ARA-85,588.14,558.98,29.16,0
24,01ARA-85,590.51,565.63,24.88,0
1,01ARX-230,571.94,560.15,11.79,0
2,01ARX-230,547.47,536.23,11.25,0
3,01ARX-230,545.81,533.71,12.09,0
4,01ARX-230,546.32,533.38,12.94,0
5,01ARX-230,534.05,522.26,11.78,0
6,01ARX-230,535.76,523.28,12.48,0
7,01ARX-230,535.55,523.06,12.5,0
8,01ARX-230,533.47,520.16,13.31,0
9,01ARX-230,530.74,516.48,14.86,-.6
10,01ARX-230,510.91,495.48,15.43,.01
11,01ARX-230,500.39,483.94,16.45,0
12,01ARX-230,502.41,485.53,16.88,0
13,01ARX-230,510.5,492.8,17.7,0
14,01ARX-230,510.03,492.57,17.46,0
15,01ARX-230,508.5,491.74,16.76,0
16,01ARX-230,506.26,490.57,15.7,0
17,01ARX-230,516.58,499.97,16.61,0
18,01ARX-230,513.29,497.65,15.64,0
19,01ARX-230,533.25,516.9,16.35,0
20,01ARX-230,547.16,533.1,14.06,0
21,01ARX-230,575.32,561.04,14.28,0
22,01ARX-230,574.79,564.37,10.42,0
23,01ARX-230,572.7,558.98,13.72,0
24,01ARX-230,575.82,565.63,10.18,0
1,01ATE-230,589.31,560.15,29.16,0
2,01ATE-230,563.86,536.23,27.63,0
3,01ATE-230,562.32,533.71,28.61,0
4,01ATE-230,563.73,533.38,30.35,0
5,01ATE-230,550.9,522.26,28.64,0
6,01ATE-230,552.93,523.28,29.65,0
7,01ATE-230,552.9,523.06,29.84,0
8,01ATE-230,550.98,520.16,30.82,0
9,01ATE-230,548.68,516.48,32.63,-.42
10,01ATE-230,527.57,495.48,32.09,0
11,01ATE-230,516.66,483.94,32.72,0
12,01ATE-230,519.09,485.53,33.56,0
13,01ATE-230,528.2,492.8,35.4,0
14,01ATE-230,527.71,492.57,35.14,0
15,01ATE-230,525.57,491.74,33.83,0
16,01ATE-230,523.67,490.57,33.11,0
17,01ATE-230,533.46,499.97,33.49,0
18,01ATE-230,530.17,497.65,32.52,0
19,01ATE-230,551.03,516.9,34.13,0
20,01ATE-230,565.26,533.1,32.16,0
21,01ATE-230,594.59,561.04,33.55,0
22,01ATE-230,593.27,564.37,28.9,0
23,01ATE-230,591.01,558.98,32.03,0
24,01ATE-230,594.29,565.63,28.66,0
1,01ATE-85,589.59,560.15,29.44,0
2,01ATE-85,564.14,536.23,27.91,0
3,01ATE-85,562.61,533.71,28.9,0
4,01ATE-85,564.06,533.38,30.68,0
5,01ATE-85,551.23,522.26,28.96,0
6,01ATE-85,553.24,523.28,29.96,0
7,01ATE-85,553.23,523.06,30.17,0
8,01ATE-85,551.3,520.16,31.14,0
9,01ATE-85,548.98,516.48,32.91,-.4
10,01ATE-85,527.18,495.48,31.7,0
11,01ATE-85,516.43,483.94,32.48,0
12,01ATE-85,518.86,485.53,33.33,0
13,01ATE-85,527.97,492.8,35.17,0
14,01ATE-85,527.42,492.57,34.85,0
15,01ATE-85,525.3,491.74,33.56,0
16,01ATE-85,523.33,490.57,32.77,0
17,01ATE-85,533.64,499.97,33.67,0
18,01ATE-85,530.34,497.65,32.69,0
19,01ATE-85,551.22,516.9,34.32,0
20,01ATE-85,565.36,533.1,32.25,0
21,01ATE-85,594.66,561.04,33.62,0
22,01ATE-85,593.36,564.37,28.99,0
23,01ATE-85,591.12,558.98,32.13,0
24,01ATE-85,594.48,565.63,28.85,0
1,01ATG-69,544.77,560.15,-15.38,0
2,01ATG-69,528.14,536.23,-8.09,0
3,01ATG-69,529.39,533.71,-4.32,0
4,01ATG-69,544.79,533.38,11.41,0
5,01ATG-69,530.75,522.26,8.49,0
6,01ATG-69,537.71,523.28,14.43,0
7,01ATG-69,543.61,523.06,20.55,0
8,01ATG-69,542.03,520.16,21.87,0
9,01ATG-69,542.59,516.48,23.94,2.17
10,01ATG-69,516.62,495.48,21.19,-.04
11,01ATG-69,505.04,483.94,21.1,0
12,01ATG-69,509.63,485.53,24.1,0
13,01ATG-69,518.4,492.8,25.6,0
14,01ATG-69,517.02,492.57,24.44,0
15,01ATG-69,507.13,491.74,15.39,0
16,01ATG-69,513.53,490.57,22.96,0
17,01ATG-69,503.62,499.97,3.65,0
18,01ATG-69,501.6,497.65,3.95,0
19,01ATG-69,524.83,516.9,7.93,0
20,01ATG-69,531.73,533.1,-1.37,0
21,01ATG-69,551.07,561.04,-9.97,0
22,01ATG-69,548.73,564.37,-15.64,.01
23,01ATG-69,545.71,558.98,-13.28,.01
24,01ATG-69,553.41,565.63,-12.23,.01
1,01ATI-230,583.87,560.15,23.72,0
2,01ATI-230,558.41,536.23,22.18,0
3,01ATI-230,556.65,533.71,22.94,0
4,01ATI-230,557.68,533.38,24.3,0
5,01ATI-230,545.02,522.26,22.75,0
6,01ATI-230,546.96,523.28,23.68,0
7,01ATI-230,546.94,523.06,23.88,0
8,01ATI-230,544.92,520.16,24.75,0
9,01ATI-230,542.41,516.48,26.46,-.53
10,01ATI-230,521.93,495.48,26.45,.01
11,01ATI-230,511.31,483.94,27.37,0
12,01ATI-230,513.66,485.53,28.13,0
13,01ATI-230,522.57,492.8,29.77,0
14,01ATI-230,522.15,492.57,29.57,0
15,01ATI-230,520.26,491.74,28.52,0
16,01ATI-230,518.16,490.57,27.59,0
17,01ATI-230,528.09,499.97,28.12,0
18,01ATI-230,524.82,497.65,27.17,0
19,01ATI-230,545.39,516.9,28.49,0
20,01ATI-230,559.82,533.1,26.72,0
21,01ATI-230,588.98,561.04,27.94,0
22,01ATI-230,587.83,564.37,23.46,0
23,01ATI-230,585.68,558.98,26.7,0
24,01ATI-230,588.64,565.63,23.01,0
1,01ATK-230,584.98,560.15,24.83,0
2,01ATK-230,559.14,536.23,22.92,0
3,01ATK-230,557.29,533.71,23.58,0
4,01ATK-230,557.87,533.38,24.49,0
5,01ATK-230,545.13,522.26,22.87,0
6,01ATK-230,546.98,523.28,23.7,0
7,01ATK-230,546.76,523.06,23.7,0
8,01ATK-230,544.78,520.16,24.62,0
9,01ATK-230,542.22,516.48,26.44,-.7
10,01ATK-230,521.89,495.48,26.4,.01
11,01ATK-230,511.36,483.94,27.42,0
12,01ATK-230,513.68,485.53,28.15,0
13,01ATK-230,522.73,492.8,29.93,0
14,01ATK-230,522.33,492.57,29.76,0
15,01ATK-230,520.65,491.74,28.91,0
16,01ATK-230,518.14,490.57,27.58,0
17,01ATK-230,528.92,499.97,28.95,0
18,01ATK-230,525.56,497.65,27.91,0
19,01ATK-230,546.04,516.9,29.14,0
20,01ATK-230,560.66,533.1,27.56,0
21,01ATK-230,590.06,561.04,29.02,0
22,01ATK-230,588.55,564.37,24.17,0
23,01ATK-230,587.01,558.98,28.02,0
24,01ATK-230,589.43,565.63,23.8,0
1,01ATM-115,593.5,560.15,33.35,0
2,01ATM-115,567.62,536.23,31.39,0
3,01ATM-115,565.14,533.71,31.43,0
4,01ATM-115,567.46,533.38,34.07,0
5,01ATM-115,554.25,522.26,31.98,0
6,01ATM-115,556.51,523.28,33.23,0
7,01ATM-115,557.1,523.06,34.04,0
8,01ATM-115,554.6,520.16,34.43,0
9,01ATM-115,553.11,516.48,36.42,.21
10,01ATM-115,531.23,495.48,35.76,-.01
