Centro Nacional de Control de Energia
Precios Marginales Locales del MDA 
Sistema Interconectado Nacional
Reporte diario
Fecha: 07/Septiembre/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 06/Septiembre/2020 14:50:18 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Hora,Clave del nodo,Precio marginal local ($/MWh),Componente de energia ($/MWh),Componente de perdidas ($/MWh),Componente de congestion ($/MWh)
20,01ACC-85,619.76,588.69,31.07,0
21,01ACC-85,653.03,617.16,35.87,0
22,01ACC-85,654.95,620.13,34.83,0
23,01ACC-85,636.74,605.33,31.4,0
24,01ACC-85,634.06,604.17,29.88,0
1,01ACM-85,569.18,542.14,27.04,0
2,01ACM-85,563.06,536.39,26.67,0
3,01ACM-85,557.59,531.47,26.12,0
4,01ACM-85,549.86,523.79,26.07,0
5,01ACM-85,550.54,524.2,26.34,0
6,01ACM-85,549.25,523.47,25.77,0
7,01ACM-85,563.94,536.97,26.98,0
8,01ACM-85,584.82,558.2,26.62,0
9,01ACM-85,589.9,561.35,28.55,0
10,01ACM-85,592.71,557.61,29.14,5.96
11,01ACM-85,598.84,534.1,27.84,36.91
12,01ACM-85,581,551.94,29.06,0
13,01ACM-85,590.24,561.62,28.62,0
14,01ACM-85,594.3,566.08,28.22,0
15,01ACM-85,599.05,571.12,27.93,0
16,01ACM-85,590.4,562.2,28.21,0
17,01ACM-85,608.6,579.33,29.27,0
18,01ACM-85,632.12,601.72,30.4,0
19,01ACM-85,618.67,589.2,29.47,0
20,01ACM-85,618.57,588.69,29.88,0
21,01ACM-85,651.85,617.16,34.69,0
22,01ACM-85,653.55,620.13,33.42,0
23,01ACM-85,635.62,605.33,30.29,0
24,01ACM-85,632.98,604.17,28.81,0
1,01ACN-85,570.79,542.14,28.65,0
2,01ACN-85,564.62,536.39,28.22,0
3,01ACN-85,559.13,531.47,27.66,0
4,01ACN-85,551.43,523.79,27.64,0
5,01ACN-85,552.13,524.2,27.93,0
6,01ACN-85,550.91,523.47,27.44,0
7,01ACN-85,565.73,536.97,28.76,0
8,01ACN-85,586.73,558.2,28.53,0
9,01ACN-85,591.98,561.35,30.64,0
10,01ACN-85,595.13,557.61,31.3,6.22
11,01ACN-85,602.56,534.1,29.95,38.51
12,01ACN-85,583.27,551.94,31.33,0
13,01ACN-85,592.55,561.62,30.93,0
14,01ACN-85,596.67,566.08,30.59,0
15,01ACN-85,601.41,571.12,30.29,0
16,01ACN-85,592.68,562.2,30.49,0
17,01ACN-85,611,579.33,31.66,0
18,01ACN-85,634.46,601.72,32.74,0
19,01ACN-85,620.8,589.2,31.6,0
20,01ACN-85,620.55,588.69,31.87,0
21,01ACN-85,653.89,617.16,36.73,0
22,01ACN-85,655.44,620.13,35.31,0
23,01ACN-85,637.41,605.33,32.08,0
24,01ACN-85,634.86,604.17,30.69,0
1,01ACO-230,564.21,542.14,22.07,0
2,01ACO-230,559.02,536.39,22.62,0
3,01ACO-230,553,531.47,21.53,0
4,01ACO-230,545.55,523.79,21.76,0
5,01ACO-230,546.08,524.2,21.88,0
6,01ACO-230,544.7,523.47,21.23,0
7,01ACO-230,558.73,536.97,21.77,0
8,01ACO-230,578.95,558.2,20.75,0
9,01ACO-230,583.46,561.35,22.12,0
10,01ACO-230,581.01,557.61,22.71,.7
11,01ACO-230,559.91,534.1,21.49,4.33
12,01ACO-230,574.16,551.94,22.22,0
13,01ACO-230,583.16,561.62,21.54,0
14,01ACO-230,587.33,566.08,21.25,0
15,01ACO-230,592.04,571.12,20.92,0
16,01ACO-230,583.29,562.2,21.09,0
17,01ACO-230,601.44,579.33,22.11,0
18,01ACO-230,625.44,601.72,23.72,0
19,01ACO-230,611.49,589.2,22.29,0
20,01ACO-230,611.65,588.69,22.96,0
21,01ACO-230,645.04,617.16,27.88,0
22,01ACO-230,646.83,620.13,26.7,0
23,01ACO-230,629.22,605.33,23.89,0
24,01ACO-230,626.75,604.17,22.58,0
1,01ACS-230,563.56,542.14,21.42,0
2,01ACS-230,558.62,536.39,22.22,0
3,01ACS-230,552.49,531.47,21.03,0
4,01ACS-230,545.05,523.79,21.26,0
5,01ACS-230,545.63,524.2,21.43,0
6,01ACS-230,544.01,523.47,20.53,0
7,01ACS-230,557.98,536.97,21.02,0
8,01ACS-230,578.12,558.2,19.92,0
9,01ACS-230,582.19,561.35,20.85,0
10,01ACS-230,577.94,557.61,21.24,-.91
11,01ACS-230,548.71,534.1,20.25,-5.63
12,01ACS-230,572.73,551.94,20.79,0
13,01ACS-230,581.68,561.62,20.05,0
14,01ACS-230,585.84,566.08,19.76,0
15,01ACS-230,590.48,571.12,19.36,0
16,01ACS-230,581.54,562.2,19.35,0
17,01ACS-230,599.46,579.33,20.12,0
18,01ACS-230,623.35,601.72,21.63,0
19,01ACS-230,609.17,589.2,19.97,0
20,01ACS-230,609.05,588.69,20.36,0
21,01ACS-230,642.17,617.16,25.01,0
22,01ACS-230,643.99,620.13,23.86,0
23,01ACS-230,626.55,605.33,21.22,0
24,01ACS-230,624.64,604.17,20.47,0
1,01AGU-230,571.83,542.14,29.69,0
2,01AGU-230,565.34,536.39,28.95,0
3,01AGU-230,560.09,531.47,28.62,0
4,01AGU-230,552.4,523.79,28.61,0
5,01AGU-230,553.11,524.2,28.92,0
6,01AGU-230,551.93,523.47,28.45,0
7,01AGU-230,566.38,536.97,29.41,0
8,01AGU-230,586.95,558.2,28.75,0
9,01AGU-230,592.24,561.35,30.89,0
10,01AGU-230,595.25,557.61,31.55,6.09
11,01AGU-230,602.03,534.1,30.22,37.72
12,01AGU-230,583.61,551.94,31.67,0
13,01AGU-230,592.92,561.62,31.3,0
14,01AGU-230,596.97,566.08,30.89,0
15,01AGU-230,601.82,571.12,30.69,0
16,01AGU-230,592.94,562.2,30.75,0
17,01AGU-230,611.38,579.33,32.05,0
18,01AGU-230,634.71,601.72,32.99,0
19,01AGU-230,621.43,589.2,32.23,0
20,01AGU-230,621.32,588.69,32.64,0
21,01AGU-230,654.53,617.16,37.37,0
22,01AGU-230,656.17,620.13,36.04,0
23,01AGU-230,637.92,605.33,32.59,0
24,01AGU-230,635.15,604.17,30.98,0
1,01AGV-85,575.88,542.14,33.74,0
2,01AGV-85,569.68,536.39,33.29,0
3,01AGV-85,563.25,531.47,31.79,0
4,01AGV-85,555.6,523.79,31.81,0
5,01AGV-85,556.24,524.2,32.04,0
6,01AGV-85,555.36,523.47,31.89,0
7,01AGV-85,570.55,536.97,33.59,0
8,01AGV-85,591.78,558.2,33.58,0
9,01AGV-85,597.31,561.35,35.96,0
10,01AGV-85,604.48,557.61,37.07,9.8
11,01AGV-85,630.25,534.1,35.52,60.63
12,01AGV-85,588.96,551.94,37.02,0
13,01AGV-85,598.21,561.62,36.59,0
14,01AGV-85,602.51,566.08,36.43,0
15,01AGV-85,607.67,571.12,36.55,0
16,01AGV-85,598.62,562.2,36.43,0
17,01AGV-85,617.44,579.33,38.1,0
18,01AGV-85,641.67,601.72,39.95,0
19,01AGV-85,627.84,589.2,38.64,0
20,01AGV-85,629.52,588.69,40.83,0
21,01AGV-85,665.94,617.16,48.78,0
22,01AGV-85,667.7,620.13,47.57,0
23,01AGV-85,647.53,605.33,42.19,0
24,01AGV-85,642.67,604.17,38.5,0
1,01AIN-115,575.9,542.14,33.76,0
2,01AIN-115,568.06,536.39,31.67,0
3,01AIN-115,563.93,531.47,32.47,0
4,01AIN-115,556.22,523.79,32.43,0
5,01AIN-115,557.31,524.2,33.11,0
6,01AIN-115,555.89,523.47,32.41,0
7,01AIN-115,570.24,536.97,33.28,0
8,01AIN-115,590.91,558.2,32.71,0
9,01AIN-115,595.97,561.35,34.63,0
10,01AIN-115,596.54,557.61,34.76,4.18
11,01AIN-115,592.91,534.1,32.94,25.87
12,01AIN-115,586.32,551.94,34.37,0
13,01AIN-115,595.64,561.62,34.02,0
14,01AIN-115,599.43,566.08,33.35,0
15,01AIN-115,603.79,571.12,32.67,0
16,01AIN-115,594.99,562.2,32.79,0
17,01AIN-115,613.1,579.33,33.77,0
18,01AIN-115,636.34,601.72,34.62,0
19,01AIN-115,623.61,589.2,34.42,0
20,01AIN-115,623.99,588.69,35.3,0
21,01AIN-115,657.58,617.16,40.42,0
22,01AIN-115,659.31,620.13,39.18,0
23,01AIN-115,640.48,605.33,35.14,0
24,01AIN-115,637.33,604.17,33.16,0
1,01ALR-85,569.66,542.14,27.52,0
2,01ALR-85,563.53,536.39,27.13,0
3,01ALR-85,558.04,531.47,26.58,0
4,01ALR-85,550.31,523.79,26.52,0
5,01ALR-85,550.99,524.2,26.8,0
6,01ALR-85,549.71,523.47,26.24,0
7,01ALR-85,564.47,536.97,27.51,0
8,01ALR-85,585.42,558.2,27.22,0
9,01ALR-85,590.54,561.35,29.2,0
10,01ALR-85,593.37,557.61,29.8,5.96
11,01ALR-85,599.5,534.1,28.5,36.91
12,01ALR-85,581.68,551.94,29.74,0
13,01ALR-85,590.95,561.62,29.33,0
14,01ALR-85,595.02,566.08,28.95,0
15,01ALR-85,599.77,571.12,28.65,0
16,01ALR-85,591.12,562.2,28.92,0
17,01ALR-85,609.32,579.33,29.99,0
18,01ALR-85,632.85,601.72,31.13,0
19,01ALR-85,619.37,589.2,30.17,0
20,01ALR-85,619.28,588.69,30.59,0
21,01ALR-85,652.64,617.16,35.48,0
22,01ALR-85,654.32,620.13,34.2,0
23,01ALR-85,636.34,605.33,31,0
24,01ALR-85,633.66,604.17,29.49,0
1,01AMO-85,577.91,542.14,35.77,0
2,01AMO-85,570.89,536.39,34.5,0
3,01AMO-85,565.92,531.47,34.46,0
4,01AMO-85,558.13,523.79,34.34,0
5,01AMO-85,559.01,524.2,34.81,0
6,01AMO-85,558.02,523.47,34.55,0
7,01AMO-85,573.17,536.97,36.21,0
8,01AMO-85,594.35,558.2,36.15,0
9,01AMO-85,600.48,561.35,39.14,0
10,01AMO-85,603.71,557.61,39.69,6.42
11,01AMO-85,611.87,534.1,38.05,39.72
12,01AMO-85,591.83,551.94,39.89,0
13,01AMO-85,601.2,561.62,39.58,0
14,01AMO-85,605.23,566.08,39.15,0
15,01AMO-85,610.16,571.12,39.04,0
16,01AMO-85,601.21,562.2,39.01,0
17,01AMO-85,619.84,579.33,40.51,0
18,01AMO-85,643.43,601.72,41.71,0
19,01AMO-85,630.33,589.2,41.14,0
20,01AMO-85,629.63,588.69,40.94,0
21,01AMO-85,662.99,617.16,45.84,0
22,01AMO-85,664.44,620.13,44.32,0
23,01AMO-85,646.15,605.33,40.81,0
24,01AMO-85,643.29,604.17,39.12,0
1,01ANL-85,572.01,542.14,29.87,0
2,01ANL-85,565.77,536.39,29.38,0
3,01ANL-85,559.11,531.47,27.65,0
4,01ANL-85,550.83,523.79,27.04,0
5,01ANL-85,551.8,524.2,27.61,0
6,01ANL-85,550.26,523.47,26.79,0
7,01ANL-85,565.77,536.97,28.8,0
8,01ANL-85,587.14,558.2,28.94,0
9,01ANL-85,592.85,561.35,31.5,0
10,01ANL-85,590.65,557.61,33.89,-.84
11,01ANL-85,561.52,534.1,32.64,-5.21
12,01ANL-85,585.93,551.94,33.99,0
13,01ANL-85,595.09,561.62,33.47,0
14,01ANL-85,599.39,566.08,33.32,0
15,01ANL-85,604.32,571.12,33.2,0
16,01ANL-85,595.87,562.2,33.67,0
17,01ANL-85,613.99,579.33,34.65,0
18,01ANL-85,638.32,601.72,36.6,0
19,01ANL-85,623.84,589.2,34.64,0
20,01ANL-85,623.87,588.69,35.18,0
21,01ANL-85,660.62,617.16,43.46,0
22,01ANL-85,662.92,620.13,42.79,0
23,01ANL-85,643.5,605.33,38.17,0
24,01ANL-85,638.94,604.17,34.76,0
1,01ANM-115,568.36,542.14,26.23,0
2,01ANM-115,559.94,536.39,23.54,0
3,01ANM-115,557.21,531.47,25.75,0
4,01ANM-115,549.51,523.79,25.72,0
5,01ANM-115,550.65,524.2,26.46,0
6,01ANM-115,548.76,523.47,25.29,0
7,01ANM-115,561.66,536.97,24.7,0
8,01ANM-115,580.97,558.2,22.77,0
9,01ANM-115,585.43,561.35,24.08,0
10,01ANM-115,586.41,557.61,23.79,5.01
11,01ANM-115,587.86,534.1,22.76,31.01
12,01ANM-115,576,551.94,24.06,0
13,01ANM-115,585.39,561.62,23.77,0
14,01ANM-115,589.07,566.08,22.99,0
15,01ANM-115,593.51,571.12,22.39,0
16,01ANM-115,584.75,562.2,22.55,0
17,01ANM-115,602.64,579.33,23.31,0
18,01ANM-115,625.56,601.72,23.84,0
19,01ANM-115,613.47,589.2,24.27,0
20,01ANM-115,613.01,588.69,24.33,0
21,01ANM-115,644,617.16,26.84,0
22,01ANM-115,645.87,620.13,25.75,0
23,01ANM-115,628.71,605.33,23.38,0
24,01ANM-115,627.22,604.17,23.05,0
1,01ANS-85,572.74,542.14,30.6,0
2,01ANS-85,566.73,536.39,30.33,0
3,01ANS-85,560.6,531.47,29.14,0
4,01ANS-85,552.94,523.79,29.15,0
5,01ANS-85,553.49,524.2,29.29,0
6,01ANS-85,552.41,523.47,28.94,0
7,01ANS-85,567.1,536.97,30.14,0
8,01ANS-85,587.91,558.2,29.71,0
9,01ANS-85,593.35,561.35,32,0
10,01ANS-85,599.18,557.61,33.03,8.55
11,01ANS-85,618.66,534.1,31.68,52.88
12,01ANS-85,585.03,551.94,33.09,0
13,01ANS-85,594.28,561.62,32.66,0
14,01ANS-85,598.44,566.08,32.36,0
15,01ANS-85,603.42,571.12,32.3,0
16,01ANS-85,594.56,562.2,32.36,0
17,01ANS-85,613.31,579.33,33.97,0
18,01ANS-85,636.87,601.72,35.15,0
19,01ANS-85,622.8,589.2,33.61,0
20,01ANS-85,623.11,588.69,34.42,0
21,01ANS-85,657.43,617.16,40.27,0
22,01ANS-85,659.18,620.13,39.05,0
23,01ANS-85,640.68,605.33,35.35,0
24,01ANS-85,637.4,604.17,33.23,0
1,01ANU-115,587.19,542.14,45.05,0
2,01ANU-115,577.56,536.39,41.17,0
3,01ANU-115,573.48,531.47,42.02,0
4,01ANU-115,564.66,523.79,40.87,0
5,01ANU-115,565,524.2,40.81,0
6,01ANU-115,562.7,523.47,39.23,0
7,01ANU-115,576.28,536.97,39.32,0
8,01ANU-115,596.45,558.2,38.25,0
9,01ANU-115,601.1,561.35,39.75,0
10,01ANU-115,601.85,557.61,39.17,5.07
11,01ANU-115,601.85,534.1,36.36,31.39
12,01ANU-115,590.79,551.94,38.85,0
13,01ANU-115,601.15,561.62,39.53,0
14,01ANU-115,605.82,566.08,39.74,0
15,01ANU-115,610.82,571.12,39.7,0
16,01ANU-115,602.15,562.2,39.96,0
17,01ANU-115,620.57,579.33,41.23,0
18,01ANU-115,644.12,601.72,42.4,0
19,01ANU-115,631.07,589.2,41.87,0
20,01ANU-115,631.26,588.69,42.57,0
21,01ANU-115,669.23,617.16,52.07,0
22,01ANU-115,673.88,620.13,53.76,0
23,01ANU-115,655.24,605.33,49.91,0
24,01ANU-115,650.68,604.17,46.51,0
1,01ANU-69,587.19,542.14,45.05,0
2,01ANU-69,577.56,536.39,41.17,0
3,01ANU-69,573.48,531.47,42.02,0
4,01ANU-69,564.66,523.79,40.87,0
5,01ANU-69,565,524.2,40.81,0
6,01ANU-69,562.7,523.47,39.23,0
7,01ANU-69,576.28,536.97,39.32,0
8,01ANU-69,596.45,558.2,38.25,0
9,01ANU-69,601.1,561.35,39.75,0
10,01ANU-69,601.85,557.61,39.17,5.07
11,01ANU-69,601.85,534.1,36.36,31.39
12,01ANU-69,590.79,551.94,38.85,0
13,01ANU-69,601.15,561.62,39.53,0
14,01ANU-69,605.82,566.08,39.74,0
15,01ANU-69,610.82,571.12,39.7,0
16,01ANU-69,602.15,562.2,39.96,0
17,01ANU-69,620.57,579.33,41.23,0
18,01ANU-69,644.12,601.72,42.4,0
19,01ANU-69,631.07,589.2,41.87,0
20,01ANU-69,631.26,588.69,42.57,0
21,01ANU-69,669.23,617.16,52.07,0
22,01ANU-69,673.88,620.13,53.76,0
23,01ANU-69,655.24,605.33,49.91,0
24,01ANU-69,650.68,604.17,46.51,0
1,01ARA-85,570.09,542.14,27.95,0
2,01ARA-85,564.23,536.39,27.83,0
3,01ARA-85,558.15,531.47,26.68,0
4,01ARA-85,550.52,523.79,26.73,0
5,01ARA-85,551.06,524.2,26.87,0
6,01ARA-85,550.01,523.47,26.54,0
7,01ARA-85,564.82,536.97,27.85,0
8,01ARA-85,585.65,558.2,27.45,0
9,01ARA-85,590.81,561.35,29.46,0
10,01ARA-85,595.61,557.61,30.42,7.58
11,01ARA-85,610.11,534.1,29.12,46.9
12,01ARA-85,582.29,551.94,30.35,0
13,01ARA-85,591.49,561.62,29.87,0
14,01ARA-85,595.69,566.08,29.61,0
15,01ARA-85,600.52,571.12,29.4,0
16,01ARA-85,591.73,562.2,29.54,0
17,01ARA-85,610.22,579.33,30.89,0
18,01ARA-85,633.95,601.72,32.23,0
19,01ARA-85,619.98,589.2,30.78,0
20,01ARA-85,620.21,588.69,31.52,0
21,01ARA-85,654.26,617.16,37.1,0
22,01ARA-85,655.95,620.13,35.83,0
23,01ARA-85,637.62,605.33,32.29,0
24,01ARA-85,634.52,604.17,30.35,0
1,01ARX-230,558.24,542.14,16.1,0
2,01ARX-230,552.69,536.39,16.3,0
3,01ARX-230,547.18,531.47,15.72,0
4,01ARX-230,539.65,523.79,15.86,0
5,01ARX-230,540.28,524.2,16.09,0
6,01ARX-230,538.96,523.47,15.49,0
7,01ARX-230,552.95,536.97,15.98,0
8,01ARX-230,573.21,558.2,15.01,0
9,01ARX-230,577.63,561.35,16.28,0
10,01ARX-230,574.26,557.61,16.9,-.25
11,01ARX-230,548.55,534.1,15.98,-1.52
12,01ARX-230,568.49,551.94,16.55,0
13,01ARX-230,577.56,561.62,15.94,0
14,01ARX-230,581.68,566.08,15.6,0
15,01ARX-230,586.26,571.12,15.14,0
16,01ARX-230,577.78,562.2,15.59,0
17,01ARX-230,595.15,579.33,15.81,0
18,01ARX-230,618.27,601.72,16.55,0
19,01ARX-230,604.71,589.2,15.51,0
20,01ARX-230,604.58,588.69,15.89,0
21,01ARX-230,636.74,617.16,19.59,0
22,01ARX-230,638.69,620.13,18.56,0
23,01ARX-230,621.54,605.33,16.21,0
24,01ARX-230,619.32,604.17,15.14,0
1,01ATE-230,575.01,542.14,32.88,0
2,01ATE-230,568.21,536.39,31.81,0
3,01ATE-230,563.22,531.47,31.76,0
4,01ATE-230,555.5,523.79,31.71,0
5,01ATE-230,556.33,524.2,32.13,0
6,01ATE-230,555.2,523.47,31.72,0
7,01ATE-230,569.91,536.97,32.94,0
8,01ATE-230,590.65,558.2,32.45,0
9,01ATE-230,596.4,561.35,35.05,0
10,01ATE-230,599.54,557.61,35.48,6.46
11,01ATE-230,607.99,534.1,33.95,39.95
12,01ATE-230,587.56,551.94,35.62,0
13,01ATE-230,596.9,561.62,35.28,0
14,01ATE-230,600.88,566.08,34.8,0
15,01ATE-230,605.72,571.12,34.6,0
16,01ATE-230,596.8,562.2,34.61,0
17,01ATE-230,615.33,579.33,36,0
18,01ATE-230,638.72,601.72,37,0
19,01ATE-230,625.8,589.2,36.61,0
20,01ATE-230,625.44,588.69,36.75,0
21,01ATE-230,658.45,617.16,41.3,0
22,01ATE-230,660.05,620.13,39.92,0
23,01ATE-230,641.74,605.33,36.4,0
24,01ATE-230,639.08,604.17,34.91,0
1,01ATE-85,575.26,542.14,33.12,0
2,01ATE-85,568.41,536.39,32.02,0
3,01ATE-85,563.49,531.47,32.02,0
4,01ATE-85,555.75,523.79,31.96,0
5,01ATE-85,556.6,524.2,32.4,0
6,01ATE-85,555.47,523.47,32,0
7,01ATE-85,570.22,536.97,33.25,0
8,01ATE-85,590.95,558.2,32.75,0
9,01ATE-85,596.74,561.35,35.4,0
10,01ATE-85,599.82,557.61,35.8,6.42
11,01ATE-85,608.05,534.1,34.24,39.72
12,01ATE-85,587.85,551.94,35.91,0
13,01ATE-85,597.18,561.62,35.56,0
14,01ATE-85,601.17,566.08,35.09,0
15,01ATE-85,606.01,571.12,34.88,0
16,01ATE-85,597.11,562.2,34.91,0
17,01ATE-85,615.64,579.33,36.3,0
18,01ATE-85,639.05,601.72,37.32,0
19,01ATE-85,626.1,589.2,36.91,0
20,01ATE-85,625.56,588.69,36.87,0
21,01ATE-85,658.52,617.16,41.36,0
22,01ATE-85,660.11,620.13,39.98,0
23,01ATE-85,641.95,605.33,36.62,0
24,01ATE-85,639.42,604.17,35.24,0
1,01ATG-69,559.61,542.14,17.48,-.01
2,01ATG-69,540.78,536.39,4.39,0
3,01ATG-69,550.76,531.47,19.29,0
4,01ATG-69,543.21,523.79,19.42,0
5,01ATG-69,549.41,524.2,25.21,0
6,01ATG-69,540.41,523.47,16.94,0
7,01ATG-69,545.2,536.97,8.23,0
8,01ATG-69,556.2,558.2,-2,0
9,01ATG-69,558.28,561.35,-3.07,0
10,01ATG-69,554.28,557.61,-6.9,3.57
11,01ATG-69,549.65,534.1,-6.55,22.1
12,01ATG-69,546.82,551.94,-5.12,0
13,01ATG-69,556.52,561.62,-5.11,0
14,01ATG-69,557.67,566.08,-8.41,0
15,01ATG-69,559.56,571.12,-11.57,0
16,01ATG-69,552.25,562.2,-9.94,0
17,01ATG-69,566.41,579.33,-12.93,0
18,01ATG-69,587.23,601.72,-14.5,0
19,01ATG-69,580.89,589.2,-8.31,0
20,01ATG-69,578,588.69,-10.69,0
21,01ATG-69,599.4,617.16,-17.76,0
22,01ATG-69,600.94,620.13,-19.19,0
23,01ATG-69,588.56,605.33,-16.77,0
24,01ATG-69,594.43,604.17,-9.74,0
1,01ATI-230,569.09,542.14,26.96,0
2,01ATI-230,562.75,536.39,26.36,0
3,01ATI-230,557.41,531.47,25.95,0
4,01ATI-230,549.74,523.79,25.95,0
5,01ATI-230,550.44,524.2,26.25,0
6,01ATI-230,549.24,523.47,25.76,0
7,01ATI-230,563.74,536.97,26.78,0
8,01ATI-230,584.44,558.2,26.24,0
9,01ATI-230,589.51,561.35,28.16,0
10,01ATI-230,591.76,557.61,28.79,5.36
11,01ATI-230,594.83,534.1,27.55,33.19
12,01ATI-230,580.76,551.94,28.82,0
13,01ATI-230,590.03,561.62,28.41,0
14,01ATI-230,594.11,566.08,28.04,0
15,01ATI-230,598.89,571.12,27.77,0
16,01ATI-230,590.14,562.2,27.95,0
17,01ATI-230,608.41,579.33,29.07,0
18,01ATI-230,631.84,601.72,30.11,0
19,01ATI-230,618.45,589.2,29.26,0
20,01ATI-230,618.4,588.69,29.72,0
21,01ATI-230,651.55,617.16,34.39,0
22,01ATI-230,653.25,620.13,33.13,0
23,01ATI-230,635.19,605.33,29.86,0
24,01ATI-230,632.46,604.17,28.28,0
1,01ATK-230,569.16,542.14,27.02,0
2,01ATK-230,563.39,536.39,27,0
3,01ATK-230,557.36,531.47,25.89,0
4,01ATK-230,549.76,523.79,25.97,0
5,01ATK-230,550.3,524.2,26.11,0
6,01ATK-230,549.19,523.47,25.72,0
7,01ATK-230,563.89,536.97,26.92,0
8,01ATK-230,584.63,558.2,26.43,0
9,01ATK-230,589.72,561.35,28.37,0
10,01ATK-230,594.16,557.61,29.27,7.29
11,01ATK-230,607.16,534.1,27.97,45.1
12,01ATK-230,581.07,551.94,29.13,0
13,01ATK-230,590.24,561.62,28.62,0
14,01ATK-230,594.43,566.08,28.35,0
15,01ATK-230,599.23,571.12,28.11,0
16,01ATK-230,590.46,562.2,28.26,0
17,01ATK-230,608.91,579.33,29.58,0
18,01ATK-230,632.62,601.72,30.9,0
19,01ATK-230,618.7,589.2,29.5,0
20,01ATK-230,618.92,588.69,30.23,0
21,01ATK-230,652.82,617.16,35.66,0
22,01ATK-230,654.51,620.13,34.39,0
23,01ATK-230,636.3,605.33,30.97,0
24,01ATK-230,633.29,604.17,29.12,0
1,01ATM-115,581.28,542.14,39.15,0
2,01ATM-115,571.95,536.39,35.55,0
3,01ATM-115,568.13,531.47,36.66,0
4,01ATM-115,559.61,523.79,35.82,0
5,01ATM-115,560.1,524.2,35.9,0
6,01ATM-115,557.89,523.47,34.42,0
7,01ATM-115,571.21,536.97,34.24,0
8,01ATM-115,591.09,558.2,32.89,0
9,01ATM-115,595.76,561.35,34.41,0
